	annotater_id	table_id	hypothesis	label
33	GW1	T5	చార్లెస్ ఫ్రాన్సిస్ జెంకిన్స్ రెండు వేర్వేరు శతాబ్దాలలో చేసిన కృషికి అవార్డులను అందుకున్నారు.	E
34	GW1	T5	చార్లెస్ ఫ్రాన్సిస్ జెంకిన్స్ పేటెంట్లు ఎక్కువగా ఎలక్ట్రానిక్స్కు సంబంధించినవి.	N
35	GW1	T5	చార్లెస్ ఫ్రాన్సిస్ జెంకిన్స్ 1934లో మరణించాడు.	C
36	GW1	T6	కాన్సాస్ 45 సంవత్సరాలకు పైగా ఒక బ్యాండ్గా చురుకుగా ఉంది.	E
37	GW1	T6	కన్సాస్ యొక్క బ్యాండ్ సభ్యులు ఇన్సైడ్ అవుట్ కంటే MCA తో ఒక లేబుల్గా సంతోషంగా ఉన్నారు.	N
38	GW1	T6	కాన్సాస్ నాలుగు కంటే ఎక్కువ రికార్డ్ లేబుల్స్లో సంగీతాన్ని రూపొందించింది.	C
39	GW6	T6	కాన్సాస్ అనేక లేబుళ్లకు సంతకం చేయబడింది.	E
40	GW6	T6	కాన్సాస్ ప్రస్తుతం ఇన్సైడ్ అవుట్ లేబుల్లో సంతకం చేయబడింది.	N
41	GW6	T6	కాన్సాస్ 70వ దశాబ్దానికి ముందు కార్యకలాపాలను ప్రారంభించింది.	C
42	GW7	T6	వారు ఇప్పటికీ కలిసి ఉన్నారు.	E
43	GW7	T6	వారు ఒక ఆల్బమ్ పూర్తి చేశారు.	N
44	GW7	T6	వారు టెక్సాస్ నుండి వచ్చారు.	C
45	GW0	T6	కాన్సాస్ 30 సంవత్సరాలకు పైగా క్రియాశీలకంగా ఉంది.	E
46	GW0	T6	కాన్సాస్ బ్యాండ్ వారి సంగీతాన్ని కాన్సాస్లో రికార్డ్ చేసింది.	N
47	GW0	T6	కాన్సాస్ యునైటెడ్ స్టేట్స్ పశ్చిమ తీరంలో ఏర్పడింది.	C
48	GW3	T7	ఫ్లికర్ 2017 శరదృతువులో విడుదలైంది	E
49	GW3	T7	ఫ్లికర్ లండన్ మరియు యునైటెడ్ స్టేట్స్లో విడుదలైంది	N
50	GW3	T7	ఫ్లికర్ రాక్, పాప్, జాజ్ మరియు ఇతర శైలుల పాటలతో కూడిన మల్టీ జోనర్ ఆల్బమ్.	C
51	GW1	T7	ఈ చిత్రం 2017 ఫిబ్రవరిలో విడుదలైంది.	E
52	GW1	T7	బ్లాక్బర్డ్ స్టూడియో కంటే ఎకో స్టూడియోలో ఫ్లికర్లో ఎక్కువ రికార్డింగ్ జరిగింది.	N
53	GW1	T7	ఫ్లికర్ చెప్పేది వినడానికి గంటకు పైగా పడుతుంది.	C
54	GW0	T7	ఫ్లికర్ ఆల్బమ్ అనేక స్టూడియోలలో రికార్డ్ చేయబడింది.	E
55	GW0	T7	జూలియన్ బునెట్టా ఫ్లికర్ ఎగ్జిక్యూటివ్ ప్రొడ్యూసర్.	N
56	GW0	T7	ఇది ఒక సంవత్సరం కంటే తక్కువ వయస్సు గలది.	C
57	GW8	T8	జెఫ్రీ డామెర్ విస్కాన్సిన్లో జన్మించాడు.	E
58	GW8	T8	దాడికి పాల్పడినట్లు అభియోగాలు మోపారు.	N
59	GW8	T8	నేరాలకు పాల్పడినందుకు ఆయన ఇప్పటికీ జైలులోనే ఉన్నారు.	C
60	GW9	T8	జెఫ్రీ డామెర్ అనేక నేరాలకు పాల్పడ్డాడు.	E
61	GW9	T8	జెఫ్రీ డామెర్ మరో ఖైదీ చేత చంపబడ్డాడు.	N
62	GW9	T8	జెఫ్రీ డామెర్ రెండు జీవిత ఖైదులను అనుభవించిన తరువాత విడుదలయ్యాడు.	C
63	GW4	T8	జెఫ్రీ డామెర్ ప్రజలను చంపడంలో ప్రసిద్ధి చెందాడు.	E
64	GW4	T8	జెఫ్రీ డామెర్ తన జీవితమంతా విస్కాన్సిన్లో గడిపాడు.	N
65	GW4	T8	జెఫ్రీ డామెర్ నలభై సంవత్సరాల వయసులో మరణించిన వ్యక్తి.	C
66	GW0	T8	జెఫ్రీ డామెర్ రెండు మీటర్ల ఎత్తు కంటే తక్కువగా ఉన్నాడు.	E
67	GW0	T8	జెఫ్రీ డామెర్ అనే వ్యక్తి జైలు గార్డుచే హత్య చేయబడ్డాడు.	N
68	GW0	T8	జెఫ్రీ డామెర్కు మరణ శిక్ష విధించారు.	C
69	GW10	T9	1963 నుండి, జెఫ్రీ లిన్ సంగీతకారుడు, గాయకుడు-పాటల రచయిత మరియు రికార్డు నిర్మాత వృత్తిలో చురుకుగా నిమగ్నమై ఉంది.	E
70	GW10	T9	జెఫ్రీ లిన్ ftmusic.	N
71	GW10	T9	జెఫ్రీ లిన్ వయసు 70 ఏళ్లు.	C
72	GW5	T9	జెఫ్రీ లిన్ అనేక మారుపేర్లను కలిగి ఉన్నాడు.	E
73	GW5	T9	జెఫ్రీ లిన్ జార్జ్ హారిసన్తో కలిసి పర్యటించాడు.	N
74	GW5	T9	జెఫ్రీ లిన్ తన కెరీర్ మొత్తంలో ఒకే లేబుల్కు సంతకం చేశాడు.	C
75	GW1	T9	జెఫ్ లిన్ 1947 శీతాకాలంలో జన్మించాడు.	E
76	GW1	T9	జెఫ్ లిన్ సోనీ బిఎమ్జి కంటే యునైటెడ్ ఆర్టిస్టులతో సంగీతం చేయడానికి ఇష్టపడ్డాడు.	N
77	GW1	T9	జెఫ్ లిన్ 60 సంవత్సరాలకు పైగా సంగీతంలో చురుకుగా ఉన్నాడు.	C
78	GW0	T10	బర్న్ టు రన్ 1975 వేసవిలో విడుదలైంది.	E
79	GW0	T10	బర్న్ టు రన్ మెజారిటీ 1974లో నమోదు చేయబడింది.	N
80	GW0	T10	బర్న్ టు రన్ ఒక న్యూయార్క్ స్టూడియోలో రికార్డ్ చేయబడింది.	C
81	GW11	T10	బర్న్ టు రన్ 1975 రెండవ భాగంలో విడుదలైంది.	E
82	GW11	T10	బ్రూస్ స్ప్రింగ్స్టీన్ 1975 లో న్యూయార్క్ నగరంలో నివసించాడు.	N
83	GW11	T10	న్యూయార్క్లో బర్న్ టు రన్ అనే రోజు మంచు కురిసింది.	C
84	GW1	T10	ఈ ఆల్బమ్ను రికార్డ్ చేయడానికి ఒక సంవత్సరం పట్టింది.	E
85	GW1	T10	జాన్ లాండౌ బోర్న్ టు రన్ లో మైక్ ఆపెల్ కంటే ఎక్కువ నిర్మాత పనిచేశాడు.	N
86	GW1	T10	1975లో విడుదలైన ఈ చిత్రం విడుదలకు సిద్దం అయ్యింది.	C
87	GW1	T11	జాక్ లూయిస్ సైన్యంలో పనిచేస్తూ మరణించాడు.	E
88	GW1	T11	జాక్ లెవెస్ అతను మరణించకపోతే లెఫ్టినెంట్ హోదాకు ఎదిగి ఉండేవాడు.	N
89	GW1	T11	జాక్ లూయిస్ 1913 వసంత ఋతువులో జన్మించాడు.	C
90	GW2	T11	జర్మనీలో హిట్లర్ అధికారంలో ఉన్నప్పుడు జాక్ లూయిస్ పోరాడారు.	E
91	GW2	T11	జాక్ లూయిస్ యుద్ధంలో మరణించాడు.	N
92	GW2	T11	జాక్ లెవెస్ ఆపరేషన్ డెజర్ట్ స్టార్మ్ లో పోరాడాడు.	C
93	GW0	T11	జాక్ లూయిస్ ఐదు సంవత్సరాలకు పైగా సైన్యంలో ఉన్నాడు.	E
94	GW0	T11	ఆపరేషన్ క్రూసేడర్ సమయంలో జాక్ లెవెస్ మరణించాడు.	N
95	GW0	T11	జాక్ లూయిస్ తన స్వదేశంలో మరణించాడు.	C
96	GW9	T15	పీటర్ బెంచ్లీ ఒరిజినల్ కథ, స్క్రీన్ ప్లే రెండింటికీ పనిచేశాడు.	E
97	GW9	T15	జాతుల ఉత్పత్తి ఎక్కువగా 1975 వసంత ఋతువులో జరిగింది.	N
98	GW9	T15	బాక్సాఫీస్ వద్ద ఉన్నప్పుడు కూడా జాస్ బ్రేక్ కాలేదు.	C
99	GW4	T15	ఈ చిత్రం 1975 వేసవిలో విడుదలైంది.	E
100	GW4	T15	ఈ చిత్రానికి డేవిడ్ బ్రౌన్ నిర్మాతగా వ్యవహరించారు.	N
101	GW4	T15	ఈ చిత్రం కేవలం 10 మిలియన్ డాలర్లు మాత్రమే రాబట్టింది.	C
102	GW1	T15	జాస్ 1975 వేసవిలో విడుదలైంది.	E
103	GW1	T15	పీటర్ బెంచ్లీ కంటే కార్ల్ గాట్లీబ్ జాస్కు ఎక్కువ స్క్రీన్ ప్లే రాశాడు.	N
104	GW1	T15	జలుబు యొక్క రన్నింగ్ టైం రెండు గంటల కంటే తక్కువగా ఉంటుంది.	C
105	GW3	T16	ఇథియోపియా సామ్రాజ్యం వివిధ కాలాలలో అనేక వేర్వేరు రాజధానులను కలిగి ఉంది.	E
106	GW3	T16	1270 లో ఇథియోపియా సామ్రాజ్యానికి రాజధాని గోండారు.	N
107	GW3	T16	ఇథియోపియా సామ్రాజ్యం ప్రస్తుతం రాచరికంలో ఉంది.	C
108	GW1	T16	ఇథియోపియా సామ్రాజ్యం రెండవ ప్రపంచ యుద్ధం తరువాత ఐక్యరాజ్యసమితిలో చేర్చబడింది.	E
109	GW1	T16	ఎథియోపియా సామ్రాజ్యం ఒకరోజు ఒక చక్రవర్తిని తిరిగి పరిచయం చేస్తుంది.	N
110	GW1	T16	ఇటలీ-ఇథియోపియా యుద్ధం 18వ శతాబ్దం చివరిలో జరిగింది.	C
111	GW0	T16	గోండారు రెండువందల సంవత్సరాలకు పైగా ఇథియోపియా రాజధానిగా ఉంది.	E
112	GW0	T16	ఇథియోపియాలో అత్యధికంగా మాట్లాడే భాషగా గీజ్ ఉంది.	N
113	GW0	T16	హబ్టే గియోర్గిస్ తరువాత మైకేల్ ఇమ్రూ ఇథియోపియా ప్రధానిగా ఉన్నారు.	C
114	GW5	T18	జేమ్స్ పాల్ మార్స్డెన్ 20వ శతాబ్దంలో జన్మించాడు.	E
115	GW5	T18	జేమ్స్ పాల్ మార్స్డెన్ నటన కంటే పాటలు పాడటానికి ఇష్టపడ్డారు.	N
116	GW5	T18	జేమ్స్ పాల్ మార్స్డెన్ 19వ శతాబ్దంలో జన్మించాడు.	C
117	GW12	T18	జేమ్స్ మార్స్డెన్ ఐదు సంవత్సరాల కంటే ఎక్కువ కాలం వివాహం చేసుకున్నాడు.	E
118	GW12	T18	జేమ్స్ మార్స్డెన్కు నలుగురు పిల్లలు ఉన్నారు.	N
119	GW12	T18	జేమ్స్ మార్స్డెన్ యొక్క మధ్య పేరు లిండే.	C
120	GW1	T18	జేమ్స్ మార్స్డెన్ 25 సంవత్సరాలకు పైగా నటన మరియు మోడలింగ్ చేస్తున్నాడు.	E
121	GW1	T18	జేమ్స్ మార్స్డెన్ అవిశ్వాసం కారణంగా విడాకులు తీసుకున్నారు.	N
122	GW1	T18	జేమ్స్ మార్స్డెన్ 1973 వసంతకాలంలో జన్మించాడు.	C
123	GW1	T21	19వ శతాబ్దం చివరి భాగంలో ఎడారిలో క్రీస్తు చిత్రించబడ్డాడు.	E
124	GW1	T21	ఇవాన్ క్రామ్స్కోయ్ ఎడారిలో క్రీస్తు తన ఉత్తమ చిత్రంగా భావించాడు.	N
125	GW1	T21	పెయింటింగ్ యొక్క పొడవు 6 అడుగుల కంటే తక్కువ.	C
126	GW4	T21	క్రీస్తు ఎడారి మాస్కోలో ఉంది.	E
127	GW4	T21	ఎడారిలో క్రీస్తు ఆయిల్ ఆధారిత పెయింట్తో తయారు చేయబడ్డాడు.	N
128	GW4	T21	ఎడారిలో క్రీస్తు యొక్క కళ భాగం ఆరు అడుగుల ఎత్తు ఉంది.	C
129	GW13	T21	ఎడారిలో క్రీస్తును 1870ల ప్రారంభంలో ఇవాన్ క్రామ్స్కోయ్ చిత్రించాడు.	E
130	GW13	T21	ఇవాన్ క్రామ్స్కోయ్ 1870లలో మాస్కోలో నివసించాడు.	N
131	GW13	T21	ఎడారిలో క్రీస్తు 1900లలో చెక్కబడ్డాడు.	C
132	GW1	T22	ప్రతిదీ, ప్రతిదీ దాని బడ్జెట్ కంటే సుమారు 50 మిలియన్ డాలర్లు సంపాదించింది.	E
133	GW1	T22	అన్ని, ప్రతిదీ యునైటెడ్ స్టేట్స్లో మాత్రమే విడుదల చేయబడింది.	N
134	GW1	T22	ప్రతిదీ, ప్రతిదీ రెండు గంటల పాటు రన్ టైమ్ ఉంది.	C
135	GW9	T22	అన్ని, ప్రతిదీ బాక్స్ ఆఫీసులో ఉన్నప్పుడు దాని బడ్జెట్ కంటే ఆరు రెట్లు ఎక్కువ చేసింది.	E
136	GW9	T22	""""" ""ఎవెరిథింగ్, ఎవెరిథింగ్"" ""నికోలా యూన్ రాసిన ఒక చిన్న కథ ఆధారంగా రూపొందించబడింది."""	N
137	GW9	T22	ప్రతిదీ, ప్రతిదీ రెండు గంటల కంటే ఎక్కువ ఉంది.	C
138	GW4	T22	ఎవ్రిథింగ్, ఎవ్రిథింగ్ స్టెల్లా మెగీ దర్శకత్వం వహించిన చిత్రం.	E
139	GW4	T22	'ఎవ్రిథింగ్, ఎవ్రిథింగ్' సినిమాను వార్నర్ బ్రదర్స్ పిక్చర్స్ కొనుగోలు చేసింది.	N
140	GW4	T22	ఈ చిత్రం బాక్సాఫీస్ వద్ద అన్ని చోట్లా నష్టాలను చవిచూసింది.	C
141	GW1	T23	జాసన్ బోర్న్ యొక్క రన్ టైమ్ రెండు గంటల కంటే ఎక్కువ ఉంటుంది.	E
142	GW1	T23	డేవిడ్ బక్లీ జాన్ పావెల్ కంటే జాసన్ బౌర్న్లో ఎక్కువ సంగీతం చేశాడు.	N
143	GW1	T23	జాసన్ బోర్న్ యొక్క బాక్స్ ఆఫీసు బడ్జెట్ కంటే దాదాపు 400 మిలియన్ డాలర్లు ఎక్కువ.	C
144	GW0	T23	జాసన్ బోర్న్ రన్నింగ్ టైమ్లో రెండు గంటల కంటే ఎక్కువ ఉంటుంది.	E
145	GW0	T23	పాల్ గ్రీన్గ్రాస్ ఎక్కువ భాగం జాసన్ బోర్న్ స్క్రిప్ట్ రాశాడు.	N
146	GW0	T23	జాసన్ బోర్న్ ఓడియాన్ లైసెస్టర్ స్క్వేర్ ముందు యునైటెడ్ స్టేట్స్లో ప్రీమియర్ అయ్యాడు.	C
147	GW2	T23	జాసన్ బోర్న్ చిత్రం వేసవి కాలంలో విడుదలైంది.	E
148	GW2	T23	జాసన్ బోర్న్ అనే సినిమా షూటింగ్కు మూడు నెలలు పట్టింది.	N
149	GW2	T23	జేసన్ బోర్న్ చిత్రం బాక్సాఫీస్ వద్ద అరమిలియన్ డాలర్లకు పైగా వసూలు చేసింది.	C
150	GW1	T24	జిమ్మి ఈట్ వరల్డ్ నైరుతి యునైటెడ్ స్టేట్స్లో ఏర్పడింది.	E
151	GW1	T24	జిమ్మి ఈట్ వరల్డ్ RCA కంటే డ్రీమ్వర్క్స్లో సంగీతం చేయడానికి ఇష్టపడింది.	N
152	GW1	T24	జిమ్మి ఈట్ వరల్డ్ 30 సంవత్సరాలకు పైగా ఒక బ్యాండ్.	C
153	GW0	T24	జిమ్మి ఈట్ వరల్డ్ 1990 ప్రారంభంలో స్థాపించబడింది.	E
154	GW0	T24	జిమ్మి ఈట్ వరల్డ్ చాలా ఆల్బమ్లను గెఫెన్ రికార్డ్స్లో విడుదల చేసింది.	N
155	GW0	T24	జిమ్మి ఈట్ వరల్డ్ మిన్నెసోటా నుండి వచ్చింది.	C
156	GW3	T24	జిమ్మి ఈట్ వరల్డ్ అనేది అరిజోనా నుండి వచ్చిన ఒక బ్యాండ్, ఇది అనేక శైలులను కలిగి ఉంది.	E
157	GW3	T24	జిమ్మీ ఈట్ వరల్డ్ మెటల్ ప్లే.	N
158	GW3	T24	జిమ్మీ ఆహారాన్ని ప్రధానంగా శాస్త్రీయ సంగీతాన్ని ఆడతాడు.	C
159	GW0	T25	BTS దక్షిణ కొరియా రాజధాని నుండి వచ్చింది.	E
160	GW0	T25	BTSను సభ్యుడు పోనీ కేనియన్ స్థాపించాడు.	N
161	GW0	T25	బిటిఎస్ దేశీయ సంగీతానికి ప్రసిద్ధి చెందింది.	C
162	GW1	T25	BTS గతంలో కనీసం కొన్ని వేర్వేరు పేర్లతో వెళ్లింది.	E
163	GW1	T25	BTS కొలంబియా కంటే పోనీ కాన్యోన్లో సంగీతం రికార్డ్ చేయడానికి ఇష్టపడుతుంది.	N
164	GW1	T25	BTS 2000 ప్రారంభంలో ఒక బ్యాండ్.	C
165	GW2	T25	BTS ఆసియాలో పుట్టింది.	E
166	GW2	T25	బిటిఎస్ 2 ప్రపంచ సంగీత అవార్డులను గెలుచుకుంది.	N
167	GW2	T25	బిటిఎస్ 9 సంవత్సరాలుగా చురుకుగా ఉంది.	C
168	GW1	T27	""""" ""చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీ"" ""బాక్స్ ఆఫీసు వద్ద అరవై బిలియన్ డాలర్లు వసూలు చేసింది."""	E
169	GW1	T27	చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీకి నిర్మాతగా బ్రాడ్ గ్రే కంటే రిచర్డ్ డి. జానక్ ఎక్కువ చేశారు.	N
170	GW1	T27	చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీ రెండు గంటలకు పైగా నడుస్తుంది.	C
171	GW2	T27	చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీలో 2 కి పైగా ప్రొడక్షన్ కంపెనీలు ఉన్నాయి.	E
172	GW2	T27	చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీ విడుదలైన మొదటి వారంలో థియేటర్లలో నంబర్ 1 స్థానంలో నిలిచింది.	N
173	GW2	T27	క్రిస్మస్ సందర్భంగా చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీ విడుదలైంది.	C
174	GW0	T27	చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీ ఒరిజినల్ స్క్రీన్ ప్లే కాదు.	E
175	GW0	T27	చార్లీ అండ్ ది చాక్లెట్ ఫ్యాక్టరీ యునైటెడ్ కింగ్డమ్లో ఎక్కువ డబ్బు సంపాదించింది.	N
176	GW0	T27	100 కోట్ల బడ్జెట్తో రూపొందిన ఈ చిత్రం రూ.	C
177	GW4	T462	చాక్లెట్ స్టార్ ఫిష్ అండ్ ది హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ 2000లో విడుదలైన ఒక ఆల్బమ్.	E
178	GW4	T462	చాక్లెట్ స్టార్ ఫిష్ అండ్ ది హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ రాప్ మ్యూజిక్ ఆల్బమ్.	N
179	GW4	T462	చాక్లెట్ స్టార్ ఫిష్ మరియు హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ ఆల్బమ్ ఒక గంట పొడవు ఉంది.	C
180	GW1	T462	చాక్లెట్ స్టార్ ఫిష్ మరియు హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ రికార్డ్ చేయడానికి సుమారు 3 నెలలు పట్టింది.	E
181	GW1	T462	ప్రజలు చాక్లెట్ స్టార్ ఫిష్, హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ ను ను మెటల్ కంటే రాప్ మెటల్తో ముడిపెడుతున్నారు.	N
182	GW1	T462	చాక్లెట్ స్టార్ ఫిష్ మరియు హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ లో అన్ని ట్రాక్ల మొత్తం రన్ టైమ్ ఒక గంట కంటే తక్కువ.	C
183	GW0	T462	కాలిఫోర్నియాలో చాక్లెట్ స్టార్ ఫిష్, హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ రికార్డ్ చేయబడ్డాయి.	E
184	GW0	T462	చాక్లెట్ స్టార్ ఫిష్ మరియు హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ టెర్రీ డేట్ యొక్క ఏకైక ఉత్పత్తి క్రెడిట్.	N
185	GW0	T462	చాక్లెట్ స్టార్ ఫిష్ మరియు హాట్ డాగ్ ఫ్లేవర్డ్ వాటర్ ఎనభై నిమిషాల పొడవు ఉంటుంది.	C
186	GW2	T32	జాన్ ఫ్రూసియాంటే వసంత ఋతువులో జన్మించాడు.	E
187	GW2	T32	జాన్ ఫ్రుస్సియాంటే గిటార్ కంటే ఎక్కువ కాలంపాటు కీబోర్డ్ వాయించాడు.	N
188	GW2	T32	జాన్ ఫ్రుస్సియాంటే ఒక బేబీ బూమర్.	C
189	GW0	T32	జాన్ ఫ్రూస్సియాంటే 20 సంవత్సరాలకు పైగా ప్రదర్శనలు ఇస్తున్నాడు.	E
190	GW0	T32	జాన్ ఫ్రూసియాంటే రెడ్ హాట్ చిల్లీ పెప్పర్స్ వ్యవస్థాపక సభ్యులలో ఒకరు.	N
191	GW0	T32	జాన్ ఫ్రూసియంట్ ఒకే ఒక వాయిద్యాన్ని వాయిస్తాడు.	C
192	GW1	T32	జాన్ ఫ్రుస్సియాంటే 30 సంవత్సరాలకు పైగా సంగీతాన్ని అందించాడు.	E
193	GW1	T32	జాన్ ఫ్రూసియంట్ తన మారుపేరును ఇష్టపడతాడు.	N
194	GW1	T32	జాన్ ఫ్రూసియాంటే 1970 వేసవి కాలంలో జన్మించాడు.	C
195	GW9	T33	K2-21C ఉష్ణోగ్రత 3000 K.	E
196	GW9	T33	K2-21c 275 కాంతి సంవత్సరాల దూరంలో ఉంది.	N
197	GW9	T33	K2-21c పరిమాణం తెలియనిది, కాని 1R _ కంటే ఎక్కువగా అంచనా వేయబడింది.	C
198	GW4	T33	K2-21c నక్షత్రం కుంభరాశి నక్షత్రంలో ఉంది.	E
199	GW4	T33	K2-21c నక్షత్రం సూర్యుని కంటే కొంచెం చిన్నదిగా ఉంటుంది.	N
200	GW4	T33	K2-21c 5000 డిగ్రీల K కంటే ఎక్కువ ఉంటుంది.	C
201	GW1	T33	K2-21C 1 Gyr పాత కంటే పెద్దది.	E
202	GW1	T33	ఇతర నక్షత్రాలతో పోలిస్తే K2-21C ఉష్ణోగ్రత చాలా వేడిగా ఉంటుంది.	N
203	GW1	T33	K2-21 ఇంకా 1 Gyr పాతది కాదు.	C
204	GW1	T34	జాన్ పాల్ గెట్టి III యొక్క తల్లిదండ్రులలో ఒకరికి నైట్హుడ్ లభించింది.	E
205	GW1	T34	జాన్ పాల్ గెట్టి III విమోచన చెల్లింపు కారణంగా కిడ్నాప్ నుండి విడుదల చేయబడ్డాడు.	N
206	GW1	T34	జాన్ పాల్ గెట్టి III 2011 పతనంలో మరణించాడు.	C
207	GW0	T34	జాన్ పాల్ గెట్టి III అతను జన్మించిన దేశం కంటే వేరే దేశంలో మరణించాడు.	E
208	GW0	T34	జాన్ పాల్ గెట్టి III చిన్నతనంలో కిడ్నాప్ చేయబడ్డాడు.	N
209	GW0	T34	జాన్ పాల్ గెట్టి III ఒకే ఒక తోబుట్టువును కలిగి ఉన్నాడు.	C
210	GW3	T34	జాన్ పాల్ గెట్టి III మిన్నెసోటాలో జన్మించాడు.	E
211	GW3	T34	జాన్ పాల్ గెట్టి III చాలా సార్లు కిడ్నాప్ చేయబడ్డాడు.	N
212	GW3	T34	జాన్ పాల్ గెట్టి III ఫిబ్రవరి 5,2011 న మరణించాడు (వయస్సు 54)	C
213	GW0	T1909	సర్ హిరామ్ స్టీవెన్స్ మాక్సిమ్ అమెరికాలోని ఈశాన్య భాగంలో జన్మించాడు.	E
214	GW0	T1909	సర్ హిరామ్ స్టీవెన్స్ మాక్సిమ్ కొందరు వ్యక్తులు లైట్ బల్బును కనుగొన్న ఘనత పొందారు.	N
