	annotater_id	table_id	hypothesis	label
25	GW4	T3	ഹെയ്സൽനട്സിൽ ധാരാളം കൊഴുപ്പ് അടങ്ങിയിട്ടുണ്ട്.	N
26	GW4	T3	ഒരു ബാഗ് ഹേസൽനട്ട് വളരെ മധുരമുള്ളതാണ്.	C
27	GW0	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസ് ഒന്നിലധികം മെഡലുകൾ നേടിയിട്ടുണ്ട്.	E
28	GW0	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസ് തന്റെ ജീവിതത്തിന്റെ ഭൂരിഭാഗവും ഒഹായോയിലാണ് ചെലവഴിച്ചത്.	N
29	GW0	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസ് ജീവിതത്തിലൊരിക്കലും ഒരു ചലച്ചിത്രം കണ്ടിട്ടില്ല.	C
30	GW2	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസ് ജനിച്ചത് പത്തൊൻപതാം നൂറ്റാണ്ടിലാണ്.	E
31	GW2	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസ് 21 വയസ്സ് വരെ ഒഹായോയിൽ താമസിച്ചു.	N
32	GW2	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസ് ഒരു മെഡലും നേടിയിട്ടില്ല.	C
33	GW1	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസിന് രണ്ട് വ്യത്യസ്ത നൂറ്റാണ്ടുകളിലെ പ്രവർത്തനങ്ങൾക്കുള്ള പുരസ്കാരങ്ങൾ ലഭിച്ചു.	E
34	GW1	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസിന്റെ പേറ്റന്റുകളിൽ ഭൂരിഭാഗവും ഇലക്ട്രോണിക്സുമായി ബന്ധപ്പെട്ടവയായിരുന്നു.	N
35	GW1	T5	ചാൾസ് ഫ്രാൻസിസ് ജെങ്കിൻസ് 1934-ലെ ശരത്കാലത്ത് മരണമടഞ്ഞു.	C
36	GW1	T6	കൻസാസ് 45 വർഷമായി ഒരു ബാൻഡ് ആയി സജീവമാണ്.	E
37	GW1	T6	കാൻസാസിലെ ബാൻഡ് അംഗങ്ങൾ ഇൻസൈഡ് ഔട്ട് എന്നതിനേക്കാൾ എംസിഎ എന്ന ലേബലിൽ സന്തോഷവാന്മാരായിരുന്നു.	N
38	GW1	T6	നാലിൽപരം റെക്കോർഡ് ലേബലുകളിൽ കൻസാസ് സംഗീതം നൽകിയിട്ടുണ്ട്.	C
39	GW6	T6	കൻസാസ് ഒന്നിലധികം ലേബലുകളിൽ ഒപ്പിട്ടിട്ടുണ്ട്.	E
40	GW6	T6	കൻസാസ് ഇപ്പോൾ ഇൻസൈഡ് ഔട്ട് ലേബലിൽ ഒപ്പിട്ടിരിക്കുന്നു.	N
41	GW6	T6	കൻസാസ് പതിനേഴാം നൂറ്റാണ്ടിനു മുമ്പ് പ്രവർത്തനം ആരംഭിച്ചു.	C
42	GW7	T6	അവർ ഇപ്പോഴും ഒരുമിച്ചാണ് കഴിയുന്നത്.	E
43	GW7	T6	അവർ ഒരു ആൽബം പൂർത്തിയാക്കി.	N
44	GW7	T6	അവർ ടെക്സാസിൽ നിന്നുള്ളവരാണ്.	C
45	GW0	T6	കൻസാസ് 30 വർഷമായി സജീവമാണ്.	E
46	GW0	T6	കാൻസാസിൽ ബാൻഡ് അവരുടെ മിക്ക സംഗീതവും റെക്കോർഡ് ചെയ്തു.	N
47	GW0	T6	അമേരിക്കൻ ഐക്യനാടുകളുടെ പടിഞ്ഞാറൻ തീരത്താണ് കൻസാസ് രൂപീകരിക്കപ്പെട്ടത്.	C
48	GW3	T7	2017ലെ ശരത്കാലത്താണ് ഫ്ലിക്കർ പുറത്തിറങ്ങിയത്	E
49	GW3	T7	ലണ്ടനിലും അമേരിക്കയിലും ഫ്ലിക്കർ പുറത്തിറങ്ങി.	N
50	GW3	T7	റോക്ക്, പോപ്പ്, ജാസ്, മറ്റ് ഇനങ്ങളിൽ നിന്നുള്ള ഗാനങ്ങൾ ഉൾക്കൊള്ളുന്ന ഒരു മൾട്ടി ജെനർ ആൽബമായിരുന്നു ഫ്ലിക്കർ.	C
51	GW1	T7	2017 ഫെബ്രുവരിയിലാണ് ഈ ചിത്രം പുറത്തിറങ്ങിയത്.	E
52	GW1	T7	ബ്ലാക്ക്ബേർഡ് സ്റ്റുഡിയോയേക്കാൾ എക്കോ സ്റ്റുഡിയോയിൽ ഫ്ലിക്കറിലെ കൂടുതൽ റെക്കോർഡിംഗുകൾ ചെയ്തു.	N
53	GW1	T7	ഫ്ലിക്കറുടെ വാക്കുകൾ കേൾക്കാൻ ഒരു മണിക്കൂറിലധികം സമയമെടുക്കും.	C
54	GW0	T7	നിരവധി സ്റ്റുഡിയോകളിൽ ഫ്ലിക്കർ ആൽബം റെക്കോർഡ് ചെയ്യപ്പെട്ടു.	E
55	GW0	T7	ജൂലിയൻ ബുനെറ്റ ആയിരുന്നു ഫ്ലിക്കറിന്റെ എക്സിക്യൂട്ടീവ് പ്രൊഡ്യൂസർ.	N
56	GW0	T7	ഫ്ലിക്കറിന് ഒരു വർഷത്തിൽ താഴെയാണ് പ്രായം.	C
57	GW8	T8	ജെഫ്രി ഡാമർ വിസ്കോൺസിനിൽ ജനിച്ചു.	E
58	GW8	T8	അക്രമം നടത്തിയെന്നാരോപിച്ചാണ് ഇയാളെ അറസ്റ്റ് ചെയ്തത്.	N
59	GW8	T8	കുറ്റകൃത്യങ്ങളുടെ പേരിൽ ഇയാൾ ഇപ്പോഴും ജയിലിലാണ്.	C
60	GW9	T8	ജെഫ്രി ഡാമർ നിരവധി ക്രിമിനൽ കേസുകളിൽ പ്രതിയായിരുന്നു.	E
61	GW9	T8	ജെഫ്രി ഡാമർ എന്ന തടവുകാരൻ മറ്റൊരു തടവുകാരനെ കൊന്നു.	N
62	GW9	T8	ജെഫ്രി ഡാമെർ രണ്ട് ജീവപര്യന്തം തടവിനു ശേഷം ജയിൽ മോചിതനായി.	C
63	GW4	T8	ജെഫ്രി ഡാമർ മനുഷ്യരെ കൊന്നൊടുക്കിയതിന്റെ പേരിലാണ് അറിയപ്പെടുന്നത്.	E
64	GW4	T8	ജെഫ്രി ഡാമർ തന്റെ ജീവിതകാലം മുഴുവൻ വിസ്കോൺസിനിൽ ചെലവഴിച്ചു.	N
65	GW4	T8	നാൽപത് വയസ്സുള്ളപ്പോൾ മരണമടഞ്ഞ ഒരു വ്യക്തിയായിരുന്നു ജെഫ്രി ഡാമെർ.	C
66	GW0	T8	ജെഫ്രി ഡാമർ രണ്ട് മീറ്ററിൽ താഴെ ഉയരമുള്ളയാളായിരുന്നു.	E
67	GW0	T8	ജെഫ്രി ഡാമെർ എന്ന തടവുകാരനെ ഒരു ജയിൽ കാവൽക്കാരൻ കൊലപ്പെടുത്തി.	N
68	GW0	T8	ജെഫ്രി ഡാമെറിനാണ് വധശിക്ഷ വിധിച്ചത്.	C
69	GW10	T9	1963 മുതൽ, ജെഫ്രി ലിൻ സംഗീതജ്ഞൻ, ഗാനരചയിതാവ്, റെക്കോർഡ് നിർമ്മാതാവ് എന്നീ ജോലികളിൽ സജീവമായി ഏർപ്പെട്ടു.	E
70	GW10	T9	ജെഫ്രി ലിന്നിന്റെ ഉടമസ്ഥതയിലുള്ളതാണ് ftmusic.	N
71	GW10	T9	ജെഫ്രി ലിന്നിന് 70 വയസിൽ താഴെയാണ് പ്രായം.	C
72	GW5	T9	ജെഫ്രി ലിന്നിന് നിരവധി വിളിപ്പേരുകളുണ്ടായിരുന്നു.	E
73	GW5	T9	ജോർജ്ജ് ഹാരിസണുമായി ജെഫ്രി ലിൻ പര്യടനം നടത്തി.	N
74	GW5	T9	ജെഫ്രി ലിൻ തന്റെ കരിയറിലുടനീളം ഒരൊറ്റ ലേബലിൽ ഒപ്പിട്ടു.	C
75	GW1	T9	ജെഫ് ലിൻ 1947-ലെ ശൈത്യകാലത്ത് ജനിച്ചു.	E
76	GW1	T9	സോണി ബിഎംജിയെക്കാൾ യുണൈറ്റഡ് ആർട്ടിസ്റ്റുകളുമായി സംഗീതം നിർമ്മിക്കാൻ ജെഫ് ലിൻ ഇഷ്ടപ്പെട്ടു.	N
77	GW1	T9	ജെഫ് ലിൻ 60 വർഷത്തിലേറെയായി സംഗീതത്തിൽ സജീവമാണ്.	C
78	GW0	T10	ബോൺ ടു റൺ 1975-ലെ വേനൽക്കാലത്ത് പുറത്തിറങ്ങി.	E
79	GW0	T10	ബോൺ ടു റണ്ണിന്റെ ഭൂരിഭാഗവും 1974-ൽ രേഖപ്പെടുത്തപ്പെട്ടു.	N
80	GW0	T10	ന്യൂയോർക്കിലെ ഒരു സ്റ്റുഡിയോയിൽ ബോൺ ടു റൺ റെക്കോർഡ് ചെയ്യപ്പെട്ടു.	C
81	GW11	T10	ബോൺ ടു റൺ എന്ന ചിത്രം 1975-ലെ രണ്ടാം പകുതിയിൽ പുറത്തിറങ്ങി.	E
82	GW11	T10	ബ്രൂസ് സ്പ്രിംഗ്സ്റ്റീൻ 1975-ൽ ന്യൂയോർക്ക് നഗരത്തിൽ താമസിച്ചു.	N
83	GW11	T10	ന്യൂയോർക്കിലെ മഞ്ഞുവീഴ്ചയെ തുടർന്ന് ബോൺ ടു റൺ എന്ന ദിവസം പുറത്തിറങ്ങി.	C
84	GW1	T10	ബോൺ ടു റൺ എന്ന ആൽബം റെക്കോർഡ് ചെയ്യാൻ ഒരു വർഷമെടുത്തു.	E
85	GW1	T10	ജോൺ ലാൻഡോ ബോൺ ടു റണ്ണിൽ മൈക്ക് അപ്പലിനേക്കാൾ കൂടുതൽ നിർമ്മാതാവ് ജോലി ചെയ്തു.	N
86	GW1	T10	1975-ലെ വസന്തകാലത്താണ് ബോൺ ടു റൺ പുറത്തിറങ്ങിയത്.	C
87	GW1	T11	ജോക്ക് ലൂയിസ് സൈന്യത്തിൽ സേവനമനുഷ്ഠിക്കുന്നതിനിടയിൽ മരിച്ചിരിക്കാം.	E
88	GW1	T11	മരിച്ചിട്ടില്ലായിരുന്നെങ്കിൽ ജോക്ക് ലൂയിസ് ലെഫ്റ്റനന്റ് പദവിയ്ക്ക് മുകളിലെത്തുമായിരുന്നു.	N
89	GW1	T11	1913-ലെ വസന്തകാലത്താണ് ജോക്ക് ലൂയിസ് ജനിച്ചത്.	C
90	GW2	T11	ഹിറ്റ്ലർ ജർമ്മനിയിൽ അധികാരത്തിലിരുന്നപ്പോൾ ജോക്ക് ലൂയിസ് യുദ്ധം ചെയ്തു.	E
91	GW2	T11	ജോക്ക് ലൂയിസ് യുദ്ധത്തിൽ കൊല്ലപ്പെട്ടു.	N
92	GW2	T11	ഓപ്പറേഷൻ ഡെസേർട്ട് സ്റ്റോം എന്ന യുദ്ധത്തിൽ ജോക്ക് ലൂയിസ് പോരാടി.	C
93	GW0	T11	ജോക്ക് ലൂയിസ് അഞ്ചു വർഷമായി പട്ടാളത്തിലായിരുന്നു.	E
94	GW0	T11	ഓപ്പറേഷൻ ക്രൂസേഡറിനിടെ ജോക്ക് ലൂവെസ് മരിച്ചു.	N
95	GW0	T11	ജോക്ക് ലൂയിസ് സ്വന്തം നാട്ടിൽ മരിച്ചു.	C
96	GW9	T15	പീറ്റർ ബെഞ്ച്ലി ജോസിന്റെ യഥാർത്ഥ കഥയ്ക്കും തിരക്കഥയ്ക്കും വേണ്ടി പ്രവർത്തിച്ചു.	E
97	GW9	T15	1975-ലെ വസന്തകാലത്താണ് താടിയെല്ലുകളുടെ ഉത്പാദനം കൂടുതലായി നടന്നത്.	N
98	GW9	T15	ബോക്സോഫീസിൽ ആയിരുന്നിട്ടും താടിയെല്ലുകൾ പൊട്ടിത്തെറിച്ചില്ല.	C
99	GW4	T15	1975-ലെ വേനൽക്കാലത്താണ് ഈ ചിത്രം പുറത്തിറങ്ങിയത്.	E
100	GW4	T15	ഡേവിഡ് ബ്രൌൺ ആണ് ചിത്രം നിർമ്മിച്ചത്.	N
101	GW4	T15	10 കോടി ഡോളർ മാത്രമാണ് ചിത്രം നേടിയത്.	C
102	GW1	T15	1975-ലെ വേനൽക്കാലത്താണ് ഈ ചിത്രം പുറത്തിറങ്ങിയത്.	E
103	GW1	T15	പീറ്റർ ബെഞ്ച്ലിയേക്കാൾ കൂടുതൽ കാൾ ഗോട്ലീബ് ജോസിന് തിരക്കഥ എഴുതി.	N
104	GW1	T15	താടിയെല്ല് രണ്ടര മണിക്കൂറിൽ താഴെയാണ്.	C
105	GW3	T16	വ്യത്യസ്ത കാലഘട്ടങ്ങളിൽ എത്യോപ്യൻ സാമ്രാജ്യത്തിന് നിരവധി വ്യത്യസ്ത തലസ്ഥാനങ്ങൾ ഉണ്ടായിരുന്നു.	E
106	GW3	T16	1270-ൽ എത്യോപ്യൻ സാമ്രാജ്യത്തിന്റെ തലസ്ഥാനം ഗോണ്ടാർ ആയിരുന്നു.	N
107	GW3	T16	എത്യോപ്യൻ സാമ്രാജ്യം നിലവിൽ ഒരു രാജവാഴ്ചയാണ്.	C
108	GW1	T16	എത്യോപ്യൻ സാമ്രാജ്യം രണ്ടാം ലോകമഹായുദ്ധത്തിനു ശേഷം ഐക്യരാഷ്ട്രസഭയിൽ അംഗമായി.	E
109	GW1	T16	എത്യോപ്യൻ സാമ്രാജ്യം ഒരിക്കൽ ഒരു രാജാവിനെ വീണ്ടും പരിചയപ്പെടുത്തും.	N
110	GW1	T16	പതിനെട്ടാം നൂറ്റാണ്ടിന്റെ അവസാനത്തിൽ ഇറ്റലി-എത്യോപ്യൻ യുദ്ധം നടന്നു.	C
111	GW0	T16	ഇരുനൂറിലേറെ വർഷമായി എത്യോപ്യയുടെ തലസ്ഥാനമായിരുന്നു ഗോണ്ടാർ.	E
112	GW0	T16	എത്യോപ്യയിലെ ഏറ്റവും സാധാരണയായി സംസാരിക്കുന്ന ഭാഷയാണ് ഗീസ്.	N
113	GW0	T16	ഹബ്തെ ഗിയോർഗിസിന് ശേഷം എത്യോപ്യയുടെ പ്രധാനമന്ത്രിയായിരുന്നു മൈക്കേൽ ഇംറു.	C
114	GW5	T18	ഇരുപതാം നൂറ്റാണ്ടിലാണ് ജെയിംസ് പോൾ മാർസ്ഡൻ ജനിച്ചത്.	E
115	GW5	T18	ജെയിംസ് പോൾ മാർസ്ഡൻ അഭിനയത്തേക്കാൾ പാട്ട് ഇഷ്ടപ്പെട്ടു.	N
116	GW5	T18	പത്തൊൻപതാം നൂറ്റാണ്ടിൽ ജെയിംസ് പോൾ മാർസ്ഡൻ ജനിച്ചു.	C
117	GW12	T18	ജെയിംസ് മാർസ്ഡൻ അഞ്ചു വർഷത്തിലധികം വിവാഹിതനായിരുന്നു.	E
118	GW12	T18	ജെയിംസ് മാർസ്ഡന് നാലിൽ താഴെ കുട്ടികളുണ്ട്.	N
119	GW12	T18	ജെയിംസ് മാർസ്ഡന്റെ മദ്ധ്യനാമം ലിൻഡെ എന്നാണ്.	C
120	GW1	T18	ജെയിംസ് മാർസ്ഡൻ 25 വർഷമായി അഭിനയത്തിലും മോഡലിങ്ങിലും ആണ്.	E
121	GW1	T18	അവിശ്വസ്തത മൂലം ജെയിംസ് മാർസ്ഡൻ വിവാഹമോചനം നേടി.	N
122	GW1	T18	ജെയിംസ് മാർസ്ഡൻ 1973-ലെ വസന്തകാലത്താണ് ജനിച്ചത്.	C
123	GW1	T21	മരുഭൂമിയിലെ ക്രിസ്തുവിനെ ചിത്രീകരിച്ചത് പത്തൊൻപതാം നൂറ്റാണ്ടിന്റെ അവസാനത്തിലാണ്.	E
124	GW1	T21	ഇവാൻ ക്രാംസ്കോയ് കരുതി മരുഭൂമിയിലെ ക്രിസ്തുവാണ് അദ്ദേഹത്തിന്റെ ഏറ്റവും മികച്ച ചിത്രമെന്ന്.	N
125	GW1	T21	പെയിന്റിംഗിന്റെ നീളമുള്ള വശത്തിന് 6 അടിയിൽ താഴെയാണ് നീളം.	C
126	GW4	T21	ക്രിസ്തു മരുഭൂമിയിൽ സ്ഥിതി ചെയ്യുന്നത് മോസ്കോയിലാണ്.	E
127	GW4	T21	മരുഭൂമിയിലെ ക്രിസ്തു എണ്ണ അധിഷ്ഠിത പെയിന്റ് ഉപയോഗിച്ചാണ് നിർമ്മിച്ചത്.	N
128	GW4	T21	മരുഭൂമിയിലെ ക്രിസ്തുവിന്റെ കലാരൂപത്തിന് ആറടി ഉയരമുണ്ട്.	C
129	GW13	T21	1870-കളുടെ തുടക്കത്തിൽ ഇവാൻ ക്രാംസ്കോയ് ആണ് മരുഭൂമിയിലെ ക്രിസ്തുവിനെ വരച്ചത്.	E
130	GW13	T21	ഇവാൻ ക്രാംസ്കോയ് 1870 കളിൽ മോസ്കോയിൽ താമസിച്ചിരുന്നു.	N
131	GW13	T21	മരുഭൂമിയിലെ ക്രിസ്തു 1900-കളിലാണ് നിർമ്മിക്കപ്പെട്ടത്.	C
132	GW1	T22	എല്ലാം, എല്ലാം ഏകദേശം 50 മില്യൺ ഡോളർ ഉണ്ടാക്കി.	E
133	GW1	T22	എല്ലാം, എല്ലാം യുണൈറ്റഡ് സ്റ്റേറ്റ്സിൽ മാത്രമാണ് റിലീസ് ചെയ്തത്.	N
134	GW1	T22	എല്ലാം, എല്ലാത്തിനും രണ്ട് മണിക്കൂറിലധികം സമയമുണ്ട്.	C
135	GW9	T22	എല്ലാം, എല്ലാം ബോക്സോഫീസിൽ ആറിരട്ടിയാണ് ഉണ്ടാക്കിയത്.	E
136	GW9	T22	എവറിംഗ്, എവറിംഗ് നിക്കോള യൂണിന്റെ ഒരു ചെറുകഥയെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്.	N
137	GW9	T22	എല്ലാം, എല്ലാം രണ്ട് മണിക്കൂറിലധികം നീണ്ടു.	C
138	GW4	T22	എല്ലാം, എല്ലാം സ്റ്റെല്ല മേഗി സംവിധാനം ചെയ്ത ഒരു സിനിമയായിരുന്നു.	E
139	GW4	T22	വാർണർ ബ്രദേഴ്സ് പിക്ചേഴ്സ് ആണ് ചിത്രം വാങ്ങിയത്.	N
140	GW4	T22	'എല്ലാം, എല്ലാം' എന്ന സിനിമ ബോക്സോഫീസിൽ പണം നഷ്ടപ്പെടുത്തി.	C
141	GW1	T23	ജെയ്സൺ ബോണിന്റെ റൺടൈം രണ്ട് മണിക്കൂറിലധികം നീണ്ടുനിൽക്കുന്നു.	E
142	GW1	T23	ഡേവിഡ് ബക്ക്ലി ജോൺ പവലിനേക്കാൾ കൂടുതൽ ജേസൺ ബോണിന് സംഗീതം നൽകി.	N
143	GW1	T23	ജേസൺ ബോണിന്റെ ബോക്സ് ഓഫീസ് ബജറ്റിനേക്കാൾ 400 മില്യൺ ഡോളർ കൂടുതലായിരുന്നു.	C
144	GW0	T23	ജെയ്സൻ ബോൺ രണ്ടു മണിക്കൂറിലധികം ഓടുന്നുണ്ട്.	E
145	GW0	T23	ജേസൺ ബോൺ സ്ക്രിപ്റ്റിന്റെ ഭൂരിഭാഗവും പോൾ ഗ്രീൻഗ്രാസ് എഴുതി.	N
146	GW0	T23	ഓഡിയോൺ ലെസ്റ്റർ സ്ക്വയറിന് മുമ്പ് ജെയ്സൺ ബോൺ യുണൈറ്റഡ് സ്റ്റേറ്റ്സിൽ പ്രീമിയർ ചെയ്തു.	C
147	GW2	T23	വേനൽക്കാലത്ത് ജേസൺ ബോൺ എന്ന സിനിമ റിലീസ് ചെയ്തു.	E
148	GW2	T23	ജെയ്സൺ ബോൺ എന്ന സിനിമ ഷൂട്ട് ചെയ്യാൻ 3 മാസം എടുത്തു.	N
149	GW2	T23	ജേസൺ ബോൺ എന്ന സിനിമ ബോക്സ് ഓഫീസിൽ അരലക്ഷത്തിലധികം ഡോളർ നേടി.	C
150	GW1	T24	ജിമ്മി ഈറ്റ് വേൾഡ് രൂപീകരിക്കപ്പെട്ടത് തെക്കുപടിഞ്ഞാറൻ അമേരിക്കൻ ഐക്യനാടുകളിലാണ്.	E
151	GW1	T24	ജിമ്മി ഈറ്റ് വേൾഡ് ആർസിഎ യെക്കാൾ ഡ്രീംവർക്ക്സിലെ സംഗീതം ഇഷ്ടപ്പെട്ടു.	N
152	GW1	T24	ജിമ്മി ഈറ്റ് വേൾഡ് 30 വർഷമായി ഒരു സംഘമാണ്.	C
153	GW0	T24	1990-കളുടെ തുടക്കത്തിലാണ് ജിമ്മി ഈറ്റ് വേൾഡ് സ്ഥാപിതമായത്.	E
154	GW0	T24	ജിമ്മി ഈറ്റ് വേൾഡ് അവരുടെ മിക്ക ആൽബങ്ങളും ഗെഫൻ റെക്കോർഡ്സിൽ പുറത്തിറക്കി.	N
155	GW0	T24	ജിമ്മി ഈറ്റ് വേൾഡ് മിനേസോട്ടയിൽ നിന്നാണ്.	C
156	GW3	T24	അരിസോണയിൽ നിന്നുള്ള ഒരു ബാൻഡാണ് ജിമ്മി ഈറ്റ് വേൾഡ്.	E
157	GW3	T24	ജിമ്മി ഈറ്റ് വേൾഡ് മെറ്റൽ കളിക്കുന്നു.	N
158	GW3	T24	ജിമ്മി ഈറ്റ് വേൾഡ് പ്രധാനമായും ക്ലാസിക്കൽ മ്യൂസിക് കളിക്കുന്നു.	C
159	GW0	T25	ദക്ഷിണ കൊറിയയുടെ തലസ്ഥാനമാണ് ബിടിഎസ്.	E
160	GW0	T25	അംഗം പോണി കാന്യനാണ് ബിടിഎസ് സ്ഥാപിച്ചത്.	N
161	GW0	T25	ബിടിഎസ് പ്രാദേശിക സംഗീതത്തിന് പേരുകേട്ടതാണ്.	C
162	GW1	T25	ബിടിഎസ് കുറഞ്ഞത് കുറച്ച് വ്യത്യസ്ത പേരുകളെങ്കിലും കഴിഞ്ഞുപോയി.	E
163	GW1	T25	കൊളംബിയയെക്കാൾ പോണി കാന്യനിൽ സംഗീതം റെക്കോർഡ് ചെയ്യാൻ ബിടിഎസിന് ഇഷ്ടമാണ്.	N
164	GW1	T25	2000 മുതൽ ബി. ടി. എസ് ഒരു ബാൻഡാണ്.	C
165	GW2	T25	ബിടിഎസ് ഏഷ്യയിൽ നിന്നാണ് ഉത്ഭവിച്ചത്.	E
166	GW2	T25	ബിടിഎസ് 2 ലോക സംഗീത അവാർഡുകൾ നേടിയിട്ടുണ്ട്.	N
167	GW2	T25	9 വർഷമായി ബി. ടി. എസ് സജീവമാണ്.	C
168	GW1	T27	ചാർളിയും ചോക്ലേറ്റ് ഫാക്ടറിയും ബോക്സോഫീസിൽ അര ബില്യൺ ഡോളറിനടുത്ത് കളക്ഷൻ നേടി.	E
169	GW1	T27	ബ്രാഡ് ഗ്രേ നിർമ്മിച്ചതിനേക്കാൾ കൂടുതൽ ചാർലി ആൻഡ് ദി ചോക്ലേറ്റ് ഫാക്ടറി നിർമ്മിച്ചത് റിച്ചാർഡ് ഡി. സനൂക്കാണ്.	N
170	GW1	T27	ചാർളി ആൻഡ് ദ ചോക്ലേറ്റ് ഫാക്ടറിക്ക് 2 മണിക്കൂറിലധികം സമയമുണ്ട്.	C
171	GW2	T27	ചാർളി ആൻഡ് ദി ചോക്ലേറ്റ് ഫാക്ടറിക്ക് 2 ലധികം നിർമ്മാണ കമ്പനികൾ ഉണ്ടായിരുന്നു.	E
172	GW2	T27	ചാർളിയും ചോക്ലേറ്റ് ഫാക്ടറിയും ആദ്യ ആഴ്ച തിയേറ്ററുകളിൽ ഒന്നാം സ്ഥാനത്തായിരുന്നു.	N
173	GW2	T27	ക്രിസ്മസ് റിലീസായി ചാർളിയും ചോക്ലേറ്റ് ഫാക്ടറിയും പുറത്തിറങ്ങി.	C
174	GW0	T27	ചാർളിയും ചോക്ലേറ്റ് ഫാക്ടറിയും ഒരു യഥാർത്ഥ തിരക്കഥയല്ല.	E
