	annotater_id	table_id	hypothesis	label
21	GW2	T3	ୟୁଏସ୍ଡିଏ ଅନୁଯାୟୀ, ୪୦୦ ଗ୍ରାମ ଫାଇଲ୍ବର୍ଟରେ ଜଣେ ବ୍ୟକ୍ତି ଗୋଟିଏ ଦିନରେ ଆବଶ୍ୟକ କରୁଥିବା ସମସ୍ତ ଜିଙ୍କ୍ ରହିଥାଏ।	E
22	GW2	T3	କଞ୍ଚା ଲଙ୍କା ଭାଜିଲେ ଭିଟାମିନ୍ ସି କମିଯାଏ।	N
23	GW2	T3	ଆଳୁ ଚୋପାରେ କମ ମାତ୍ରାରେ ଫ୍ୟାଟ୍ ଥାଏ।	C
24	GW4	T3	ଗୋଟିଏ ବ୍ୟାଗରେ ୬୦୦ କ୍ୟାଲୋରୀ ଥାଏ।	E
25	GW4	T3	ହେଜେଲନଟ୍ରେ ଅଧିକ ମାତ୍ରାରେ ଫ୍ୟାଟ୍ ରହିଥାଏ।	N
26	GW4	T3	ହେଜେଲନଟ୍ସ ଏକ ବ୍ୟାଗ୍ ଅତ୍ୟନ୍ତ ମିଠା ଭାବେ ଜଣାଶୁଣା।	C
27	GW0	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ ଏକାଧିକ ପଦକ ଜିତିଛନ୍ତି।	E
28	GW0	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ ତାଙ୍କ ଜୀବନର ଅଧିକାଂଶ ସମୟ ଓହାଇଓରେ ଅତିବାହିତ କରିଥିଲେ।	N
29	GW0	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ ତାଙ୍କ ଜୀବନରେ କେବେ ବି କୌଣସି ଚଳଚ୍ଚିତ୍ର ଦେଖିନାହାନ୍ତି।	C
30	GW2	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ ଉନବିଂଶ ଶତାବ୍ଦୀରେ ଜନ୍ମଗ୍ରହଣ କରିଥିଲେ।	E
31	GW2	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ ୨୧ ବର୍ଷ ବୟସ ପର୍ଯ୍ୟନ୍ତ ଓହାଇଓରେ ରହିଥିଲେ।	N
32	GW2	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ କେବେ ବି ପଦକ ଜିତି ନାହାନ୍ତି।	C
33	GW1	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସଙ୍କୁ ଦୁଇଟି ଅଲଗା ଅଲଗା ଶତାବ୍ଦୀରେ ତାଙ୍କ କାର୍ଯ୍ୟ ପାଇଁ ଏହି ପୁରସ୍କାର ପ୍ରଦାନ କରାଯାଇଛି।	E
34	GW1	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ ପେଟେଣ୍ଟ ମୁଖ୍ୟତଃ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ ସହ ଜଡ଼ିତ ଥିଲା।	N
35	GW1	T5	ଚାର୍ଲସ ଫ୍ରାନ୍ସିସ ଜେନକିନ୍ସ ୧୯୩୪ ମସିହା ଶରତ୍କାଳରେ ମୃତ୍ୟୁବରଣ କରିଥିଲେ।	C
36	GW1	T6	କାନସାସ ୪୫ ବର୍ଷରୁ ଅଧିକ ସମୟ ଧରି ଏକ ବ୍ୟାଣ୍ଡ ଭାବେ ସକ୍ରିୟ ରହିଛି।	E
37	GW1	T6	କାନସାସର ବ୍ୟାଣ୍ଡ ସଦସ୍ୟମାନେ 'ଇନସାଇଡ ଆଉଟ' ଅପେକ୍ଷା 'ଏମସିଏ' ରେ ଅଧିକ ଖୁସି ଥିଲେ।	N
38	GW1	T6	କାନ୍ସାସ ଚାରିରୁ ଅଧିକ ରେକର୍ଡ ଲେବୁଲରେ ସଙ୍ଗୀତ ନିର୍ମାଣ କରିଛି।	C
39	GW6	T6	କାନ୍ସାସ ଏକାଧିକ ଲେବେଲରେ ସ୍ୱାକ୍ଷରିତ ହୋଇଛି।	E
40	GW6	T6	କାନସାସ ବର୍ତ୍ତମାନ ଇନସାଇଡ ଆଉଟ ନାମରେ ସ୍ୱାକ୍ଷରିତ ହୋଇଛି।	N
41	GW6	T6	କାନ୍ସାସ 70ର ଦଶନ୍ଧି ପୂର୍ବରୁ କାର୍ଯ୍ୟକଳାପ ଆରମ୍ଭ କରିଥିଲା।	C
42	GW7	T6	ସେମାନେ ଏବେ ବି ଏକାଠି ଅଛନ୍ତି।	E
43	GW7	T6	ସେମାନେ ଏକ ଆଲବମ୍ ପ୍ରସ୍ତୁତ କରିଛନ୍ତି।	N
44	GW7	T6	ସେମାନେ ଟେକ୍ସାସର।	C
45	GW0	T6	କାନସାସ 30 ବର୍ଷରୁ ଅଧିକ ସମୟ ଧରି ସକ୍ରିୟ ରହିଛି।	E
46	GW0	T6	କାନ୍ସାସ ବ୍ୟାଣ୍ଡର ଅଧିକାଂଶ ସଙ୍ଗୀତ କାନ୍ସାସରେ ରେକର୍ଡ଼ ହୋଇଥିଲା।	N
47	GW0	T6	କାନ୍ସାସ୍ ଆମେରିକାର ପଶ୍ଚିମ ଉପକୂଳରେ ଗଠିତ ହୋଇଥିଲା।	C
48	GW3	T7	ଫ୍ଲିକରକୁ 2017 ମସିହାରେ ରିଲିଜ କରାଯାଇଥିଲା।	E
49	GW3	T7	ଫ୍ଲିକର ଲଣ୍ଡନ ଏବଂ ଆମେରିକାରେ ରିଲିଜ ହୋଇଥିଲା	N
50	GW3	T7	ଫ୍ଲିକର ଏକ ବହୁ ପ୍ରକାରର ଆଲବମ୍ ଥିଲା, ଯେଉଁଥିରେ ରକ, ପପ୍, ଜାଜ୍ ଏବଂ ଅନ୍ୟ ଶୈଳୀର ଗୀତ ଥିଲା।	C
51	GW1	T7	ଫ୍ଲିକର 2017ର ପତନରେ ରିଲିଜ ହୋଇଥିଲା।	E
52	GW1	T7	ଫ୍ଲିକରରେ ଅଧିକ ରେକର୍ଡିଂ ବ୍ଲାକବର୍ଡ ଷ୍ଟୁଡିଓରୁ ଇକୋ ଷ୍ଟୁଡିଓରେ କରାଯାଇଥିଲା।	N
53	GW1	T7	ଫ୍ଲିକରଙ୍କ କଥା ଶୁଣିବାକୁ ପାଖାପାଖି ଏକ ଘଣ୍ଟା ସମୟ ଲାଗିଥାଏ।	C
54	GW0	T7	ଫ୍ଲିକର ଆଲବମ୍ ଅନେକ ଷ୍ଟୁଡିଓରେ ରେକର୍ଡ଼ କରାଯାଇଥିଲା।	E
55	GW0	T7	ଜୁଲିଆନ୍ ବୁନେଟା 'ଫ୍ଲିକର' ର କାର୍ଯ୍ୟନିର୍ବାହୀ ପ୍ରଯୋଜକ ଥିଲେ।	N
56	GW0	T7	ଫ୍ଲିକର ଏକ ବର୍ଷରୁ କମ୍ ବୟସର।	C
57	GW8	T8	ଜେଫ୍ରି ଡାମରଙ୍କ ଜନ୍ମ ଓ୍ବିସ୍କୋନ୍ସିନରେ ହୋଇଥିଲା।	E
58	GW8	T8	ତାଙ୍କୁ ଦୁର୍ବ୍ୟବହାର କରିଥିବା ଅଭିଯୋଗ ହୋଇଛି।	N
59	GW8	T8	ସେ ତାଙ୍କ ଅପରାଧ ପାଇଁ ଏବେ ବି ଜେଲରେ ଅଛନ୍ତି।	C
60	GW9	T8	ଜେଫ୍ରି ଡାମର ଅନେକ ଅପରାଧରେ ଦୋଷୀ ସାବ୍ୟସ୍ତ ହୋଇଥିଲେ।	E
61	GW9	T8	ଜେଫ୍ରି ଡାମରଙ୍କୁ ଅନ୍ୟ ଜଣେ କଏଦୀ ହତ୍ୟା କରିଥିଲେ।	N
62	GW9	T8	ଦୁଇ ଥର ଆଜୀବନ କାରାଦଣ୍ଡ ଭୋଗିବା ପରେ ଜେଫ୍ରି ଡାମରଙ୍କୁ ମୁକ୍ତ କରାଯାଇଥିଲା।	C
63	GW4	T8	ଜେଫ୍ରି ଡାମର ଲୋକଙ୍କୁ ହତ୍ୟା କରିବା ପାଇଁ ଜଣାଶୁଣା ଥିଲେ।	E
64	GW4	T8	ଜେଫ୍ରି ଡାମର ତାଙ୍କ ସାରା ଜୀବନ ଓ୍ବିସ୍କୋନ୍ସିନରେ ଅତିବାହିତ କରିଥିଲେ।	N
65	GW4	T8	ଜେଫ୍ରି ଡାମର ଚାଳିଶ ବର୍ଷ ବୟସରେ ପ୍ରାଣ ହରାଇଥିଲେ।	C
66	GW0	T8	ଜେଫ୍ରି ଡାମର ଦୁଇ ମିଟରରୁ କମ୍ ଲମ୍ବ ଥିଲେ।	E
67	GW0	T8	ଜେଫ୍ରି ଡାମରଙ୍କୁ ଜେଲ୍ ଗାର୍ଡ ହତ୍ୟା କରିଥିଲେ।	N
68	GW0	T8	ଜେଫ୍ରି ଡାମରଙ୍କୁ ଫାଶୀ ଦଣ୍ଡାଦେଶ ଦିଆଯାଇଥିଲା।	C
69	GW10	T9	1963 ମସିହାରୁ ଜେଫ୍ରି ଲିନ୍ ସକ୍ରିୟ ଭାବେ ସଙ୍ଗୀତଜ୍ଞ, ଗାୟକ-ଗୀତିକାର ଏବଂ ରେକର୍ଡ ପ୍ରଯୋଜକ ଭାବେ କାର୍ଯ୍ୟ କରିଆସୁଛନ୍ତି।	E
70	GW10	T9	ଜେଫ୍ରି ଲିନ୍ ଏଫ୍ଟିମ୍ୟୁଜିକ୍ ଡଟ୍ କମ୍ ର ମାଲିକ।	N
71	GW10	T9	ଜେଫ୍ରି ଲିନ୍ଙ୍କ ବୟସ ୭୦ ବର୍ଷରୁ କମ୍।	C
72	GW5	T9	ଜେଫ୍ରି ଲିନ୍ଙ୍କର ଏକାଧିକ ଉପନାମ ଥିଲା।	E
73	GW5	T9	ଜର୍ଜ ହ୍ୟାରିସନଙ୍କ ସହ ଜେଫ୍ରି ଲିନ୍ ଗସ୍ତରେ ଯାଇଥିଲେ।	N
74	GW5	T9	ଜେଫ୍ରି ଲିନ୍ ତାଙ୍କ କ୍ୟାରିୟରରେ ଗୋଟିଏ ଲେବଲ୍ ସହ ଚୁକ୍ତିବଦ୍ଧ ହୋଇଥିଲେ।	C
75	GW1	T9	ଜେଫ୍ ଲିନ୍ଙ୍କ ଜନ୍ମ 1947 ମସିହାର ଶୀତଦିନେ ହୋଇଥିଲା।	E
76	GW1	T9	ଜେଫ୍ ଲିନ୍ ୟୁନାଇଟେଡ୍ ଆର୍ଟିଷ୍ଟ୍ସଙ୍କ ସହ ସଙ୍ଗୀତ ତିଆରି କରିବାକୁ ପସନ୍ଦ କରୁଥିଲେ।	N
77	GW1	T9	ଜେଫ୍ ଲିନ୍ ୬୦ ବର୍ଷରୁ ଅଧିକ ସମୟ ଧରି ସଙ୍ଗୀତ ଜଗତରେ ସକ୍ରିୟ ଅଛନ୍ତି।	C
78	GW0	T10	ବର୍ଣ୍ଣ ଟୁ ରନ୍ ୧୯୭୫ର ଗ୍ରୀଷ୍ମ ଋତୁରେ ରିଲିଜ ହୋଇଥିଲା।	E
79	GW0	T10	ବର୍ଣ୍ଣ ଟୁ ରନ୍ ର ଅଧିକାଂଶ ଭାଗ ୧୯୭୪ରେ ରେକର୍ଡ କରାଯାଇଥିଲା।	N
80	GW0	T10	ବର୍ଣ୍ଣ ଟୁ ରନ୍ ନ୍ୟୁୟର୍କର ଏକ ଷ୍ଟୁଡିଓରେ ରେକର୍ଡ କରାଯାଇଥିଲା।	C
81	GW11	T10	ବର୍ଣ୍ଣ ଟୁ ରନ୍ ୧୯୭୫ର ଦ୍ୱିତୀୟାର୍ଦ୍ଧରେ ରିଲିଜ ହୋଇଥିଲା।	E
82	GW11	T10	ବ୍ରୁସ ସ୍ପ୍ରିଙ୍ଗଷ୍ଟିନ୍ ୧୯୭୫ ମସିହାରେ ନ୍ୟୁୟର୍କ ସହରରେ ବାସ କରୁଥିଲେ।	N
83	GW11	T10	ନ୍ୟୁୟର୍କରେ ବରଫ ପଡ଼ିବା ପରେ ବର୍ଣ୍ଣ ଟୁ ରନ୍ ରିଲିଜ୍ ହୋଇଥିଲା।	C
84	GW1	T10	ବର୍ଣ୍ଣ ଟୁ ରନ୍ ଆଲବମକୁ ରେକର୍ଡ କରିବା ପାଇଁ ଏକ ବର୍ଷରୁ ଅଧିକ ସମୟ ଲାଗିଥିଲା।	E
85	GW1	T10	ବର୍ଣ୍ଣ ଟୁ ରନ୍ ରେ ମାଇକ୍ ଆପଲଙ୍କ ଠାରୁ ଅଧିକ ପ୍ରଯୋଜକ ଭାବେ ଜୋନ୍ ଲାଣ୍ଡାଉ କାମ କରିଥିଲେ।	N
86	GW1	T10	୧୯୭୫ ମସିହାର ବସନ୍ତ ସମୟରେ ବର୍ଣ୍ଣ ଟୁ ରନ୍ ରିଲିଜ ହୋଇଥିଲା।	C
87	GW1	T11	ସେନାବାହିନୀରେ ଚାକିରି କରିବା ସମୟରେ ଜକ୍ ଲୁୱେସଙ୍କ ମୃତ୍ୟୁ ଘଟିଥିଲା।	E
88	GW1	T11	ଲେଫ୍ଟନାଣ୍ଟ ଜକ୍ ଲୁଇସଙ୍କ ମୃତ୍ୟୁ ନଘଟିଲେ ସେ ଲେଫ୍ଟନାଣ୍ଟ ପଦବୀରୁ ଉପରକୁ ଉଠିଥାନ୍ତେ।	N
89	GW1	T11	ଜକ୍ ଲୁଇସ୍ ୧୯୧୩ର ବସନ୍ତ ଋତୁରେ ଜନ୍ମଗ୍ରହଣ କରିଥିଲେ।	C
90	GW2	T11	ଜର୍ମାନୀରେ ହିଟଲର ଶାସନ ସମୟରେ ଜକ୍ ଲୁଇସ୍ ଲଢ଼ିଥିଲେ।	E
91	GW2	T11	ଜକ୍ ଲୁଇସ୍ ଯୁଦ୍ଧରେ ନିହତ ହୋଇଥିଲେ।	N
92	GW2	T11	ଅପରେସନ ଡେଜର୍ଟ ଷ୍ଟୋର୍ମରେ ଜକ୍ ଲୱେସ ଲଢ଼ିଥିଲେ।	C
93	GW0	T11	ଜକ୍ ଲୁଇସ୍ ପାଞ୍ଚ ବର୍ଷ ଧରି ସେନାବାହିନୀରେ ଥିଲେ।	E
94	GW0	T11	ଅପରେସନ କ୍ରୁସେଡର ସମୟରେ ଜକ୍ ଲୁଇସଙ୍କ ମୃତ୍ୟୁ ଘଟିଥିଲା।	N
95	GW0	T11	ଜକ୍ ଲୁଇସଙ୍କ ତାଙ୍କ ନିଜ ଦେଶରେ ମୃତ୍ୟୁ ଘଟିଥିଲା।	C
96	GW9	T15	ପିଟର ବେଞ୍ଚଲେ ଉଭୟ ମୂଳ କାହାଣୀ ଏବଂ ଜଜ୍ ପାଇଁ ଚିତ୍ରନାଟ୍ୟ ପ୍ରସ୍ତୁତ କରିଥିଲେ।	E
97	GW9	T15	1975 ମସିହାର ବସନ୍ତଋତୁରେ ପ୍ରାୟତଃ ଜଙ୍ଘ ଉତ୍ପାଦନ ହେଉଥିଲା।	N
98	GW9	T15	ବକ୍ସ ଅଫିସରେ ଥାଇ ବି ଫିଲ୍ମ ଭାଙ୍ଗି ନଥିଲା।	C
99	GW4	T15	ଏହି ଚଳଚ୍ଚିତ୍ରଟି ୧୯୭୫ର ଗ୍ରୀଷ୍ମ ଋତୁରେ ମୁକ୍ତିଲାଭ କରିଥିଲା।	E
100	GW4	T15	ଫିଲ୍ମର ନିର୍ମାତା ଥିଲେ ଡେଭିଡ୍ ବ୍ରାଉନ।	N
101	GW4	T15	ଫିଲ୍ମଟି କେବଳ ୧୦ କୋଟି ଟଙ୍କା ଆୟ କରିଥିଲା।	C
102	GW1	T15	୧୯୭୫ର ଗ୍ରୀଷ୍ମ ଋତୁରେ ଜବସ୍ ରିଲିଜ୍ ହୋଇଥିଲା।	E
103	GW1	T15	ପିଟର ବେଞ୍ଚଲିଙ୍କ ତୁଳନାରେ କାର୍ଲ ଗଟଲିବ୍ ଅଧିକ ସ୍କ୍ରିନ୍ ପ୍ଲେ ଲେଖିଛନ୍ତି।	N
104	GW1	T15	ଦୁଇ ଘଣ୍ଟାରୁ କମ୍ ସମୟ ଧରି ଦୌଡ଼ିଥାଏ।	C
105	GW3	T16	ଭିନ୍ନ ଭିନ୍ନ ସମୟରେ ଇଥିଓପିଆ ସାମ୍ରାଜ୍ୟର ଅନେକ ରାଜଧାନୀ ଥିଲା।	E
106	GW3	T16	୧୨୭୦ ମସିହାରେ ଇଥିଓପିଆର ରାଜଧାନୀ ଥିଲା ଗୋଣ୍ଡାର।	N
107	GW3	T16	ଇଥିଓପିଆ ସାମ୍ରାଜ୍ୟ ବର୍ତ୍ତମାନ ଏକ ରାଜତନ୍ତ୍ର ଅଟେ।	C
108	GW1	T16	ଦ୍ୱିତୀୟ ବିଶ୍ୱଯୁଦ୍ଧ ପରେ ଇଥିଓପିଆ ଜାତିସଂଘରେ ସାମିଲ ହୋଇଥିଲା।	E
109	GW1	T16	ଇଥିଓପିଆ ସାମ୍ରାଜ୍ୟ ଦିନେ ପୁଣି ଥରେ ଜଣେ ରାଜାର ପରିଚୟ ଦେବ।	N
110	GW1	T16	ଅଷ୍ଟାଦଶ ଶତାବ୍ଦୀରେ ଇଟାଲୀ-ଇଥିଓପିଆ ଯୁଦ୍ଧ ଶେଷ ହୋଇଥିଲା।	C
111	GW0	T16	ଗୋଣ୍ଡାର ଦୁଇଶହ ବର୍ଷ ଧରି ଇଥିଓପିଆ ର ରାଜଧାନୀ ଥିଲା।	E
112	GW0	T16	ଇଥିଓପିଆର ସବୁଠାରୁ ସାଧାରଣ ଭାଷା ହେଉଛି ଗେଇଜ୍।	N
113	GW0	T16	ମିକାଏଲ ଇମ୍ରୁ ଇଥିଓପିଆ ପ୍ରଧାନମନ୍ତ୍ରୀ ହେବାଟେ ଗିଓର୍ଗିସଙ୍କ ପରେ ପ୍ରଧାନମନ୍ତ୍ରୀ ହୋଇଥିଲେ।	C
114	GW5	T18	ଜେମ୍ସ ପଲ ମାର୍ସଡେନ ବିଂଶ ଶତାବ୍ଦୀରେ ଜନ୍ମଗ୍ରହଣ କରିଥିଲେ।	E
115	GW5	T18	ଜେମ୍ସ ପଲ୍ ମାର୍ସଡେନ ଅଭିନୟ ଅପେକ୍ଷା ଗୀତ ଗାଇବାକୁ ଅଧିକ ପସନ୍ଦ କରୁଥିଲେ।	N
116	GW5	T18	ଜେମ୍ସ ପଲ ମାର୍ସଡେନ ଉନବିଂଶ ଶତାବ୍ଦୀରେ ଜନ୍ମଗ୍ରହଣ କରିଥିଲେ।	C
117	GW12	T18	ଜେମ୍ସ ମାର୍ସଡେନ ପାଞ୍ଚ ବର୍ଷରୁ ଅଧିକ ସମୟ ଧରି ବିବାହିତ ଥିଲେ।	E
118	GW12	T18	ଜେମ୍ସ ମାର୍ସଡେନ୍ଙ୍କର ଚାରି ଜଣ ପିଲା ଅଛନ୍ତି।	N
119	GW12	T18	ଜେମ୍ସ ମାର୍ସଡେନ୍ଙ୍କ ନାଁ ହେଉଛି ଲିଣ୍ଡେ।	C
120	GW1	T18	ଜେମ୍ସ ମାର୍ସଡେନ ୨୫ ବର୍ଷରୁ ଅଧିକ ସମୟ ଧରି ଅଭିନୟ ଓ ମଡେଲିଂ କରୁଥିଲେ।	E
121	GW1	T18	ଅବିଶ୍ବସ୍ତତା କାରଣରୁ ଜେମ୍ସ ମାର୍ସଡେନଙ୍କ ବିବାହ ବିଚ୍ଛେଦ ହୋଇଥିଲା।	N
122	GW1	T18	ଜେମ୍ସ ମାର୍ସଡେନ ୧୯୭୩ର ବସନ୍ତ ଋତୁରେ ଜନ୍ମଗ୍ରହଣ କରିଥିଲେ।	C
123	GW1	T21	ମରୁଭୂମିରେ ଖ୍ରୀଷ୍ଟଙ୍କୁ ଚିତ୍ରିତ କରାଯାଇଥିଲା ଊନବିଂଶ ଶତାବ୍ଦୀର ଶେଷ ଭାଗରେ।	E
124	GW1	T21	Ivan Kramskoi ଭାବିଥିଲେ ଯେ ମରୁଭୂମିରେ ଖ୍ରୀଷ୍ଟ ତାଙ୍କର ଶ୍ରେଷ୍ଠ ଚିତ୍ର।	N
125	GW1	T21	ପେଣ୍ଟିଂର ଲମ୍ବ ପାର୍ଶ୍ୱ ୬ ଫୁଟରରୁ କମ୍।	C
126	GW4	T21	ମସ୍କୋରେ ଖ୍ରୀଷ୍ଟ ମରୁଭୂମିରେ ଅବସ୍ଥିତ।	E
127	GW4	T21	ମରୁଭୂମିରେ ଖ୍ରୀଷ୍ଟଙ୍କୁ ତୈଳ ଆଧାରିତ ରଙ୍ଗରେ ପ୍ରସ୍ତୁତ କରାଯାଇଥିଲା।	N
128	GW4	T21	ମରୁଭୂମିରେ ଖ୍ରୀଷ୍ଟଙ୍କର ଏହି କଳାକୃତି ପାଖାପାଖି ଛଅ ଫୁଟର।	C
129	GW13	T21	୧୮୭୦ ମସିହା ପ୍ରାରମ୍ଭରେ ଇଭାନ୍ କ୍ରାମସ୍କୋଇ ମରୁଭୂମିରେ ଖ୍ରୀଷ୍ଟଙ୍କ ଚିତ୍ର ଅଙ୍କନ କରିଥିଲେ।	E
130	GW13	T21	ଇଭାନ୍ କ୍ରାମସ୍କୋଇ ୧୮୭୦ ମସିହାରେ ରହୁଥିଲେ।	N
131	GW13	T21	ମରୁଭୂମିରେ ଖ୍ରୀଷ୍ଟଙ୍କୁ 1900ରେ ଖୋଦିତ କରାଯାଇଥିଲା।	C
132	GW1	T22	ସବୁକିଛି, ସବୁକିଛି ନିଜ ବଜେଟ୍ରେ ପାଖାପାଖି ୫୦ ମିଲିୟନ ଡଲାର ଆୟ କରିଛି।	E
133	GW1	T22	ଏଭ୍ରିଥିଂ, ଏଭ୍ରିଥିଂ କେବଳ ଆମେରିକାରେ ରିଲିଜ ହୋଇଥିଲା।	N
134	GW1	T22	ସବୁକିଛି, ସବୁକିଛି ଦୁଇ ଘଣ୍ଟା ଧରି ଚାଲିଥାଏ।	C
135	GW9	T22	ସବୁକିଛି, ସବୁକିଛି ବକ୍ସ ଅଫିସରେ ବଜେଟ୍ ଠାରୁ ଛଅ ଗୁଣା ଅଧିକ ଆୟ କରିଥିଲା।	E
136	GW9	T22	ଏଭରିଥିଂ, ଏଭରିଥିଂ ନିକୋଲା ୟୁନ୍ଙ୍କ ଏକ ଛୋଟ କାହାଣୀ ଉପରେ ଆଧାରିତ ଥିଲା।	N
137	GW9	T22	ସବୁକିଛି, ସବୁକିଛି ଦୁଇ ଘଣ୍ଟାରୁ ଅଧିକ ସମୟ ଧରି ଚାଲିଥିଲା।	C
138	GW4	T22	ଏଭରିଥିଂ, ଏଭରିଥିଂ ଏକ ଚଳଚ୍ଚିତ୍ର ଥିଲା ଯାହାର ନିର୍ଦ୍ଦେଶନା ଦେଇଥିଲେ ଷ୍ଟେଲା ମେଗି।	E
139	GW4	T22	ଫିଲ୍ମ 'ଏଭରିଥିଂ, ଏଭରିଥିଂ' କୁ ୱାର୍ଣ୍ଣର ବ୍ରଦର୍ସ ପିକ୍ଚର୍ସ କିଣିଛି।	N
140	GW4	T22	ଫିଲ୍ମଟି ବକ୍ସ ଅଫିସରେ ସବୁ କିଛି ହରାଇଥିଲା।	C
141	GW1	T23	ଜେସନ୍ ବୋର୍ଣ୍ଣଙ୍କ ଦୌଡ଼ର ସମୟ ଦୁଇ ଘଣ୍ଟାରୁ ଅଧିକ।	E
142	GW1	T23	ଡେଭିଡ୍ ବକଲେ ଜ୍ୟୋନ ପାୱେଲଙ୍କ ଅପେକ୍ଷା ଜେସନ୍ ବର୍ଣ୍ଣରେ ଅଧିକ ସଙ୍ଗୀତ ରଚନା କରିଥିଲେ।	N
