	annotater_id	table_id	hypothesis	label
24	GW4	T3	એક બોક્સમાં 600 કેલરી હોય છે.	E
25	GW4	T3	હેઝલનટ્સમાં ચરબીનું પ્રમાણ વધારે હોય છે.	N
26	GW4	T3	હેઝલનટ્સની થેલી ખૂબ મીઠી હોવા માટે જાણીતી છે.	C
27	GW0	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સ એક કરતા વધુ મેડલ જીતી ચૂક્યા છે.	E
28	GW0	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સે તેમના જીવનનો મોટાભાગનો સમય ઓહિયોમાં પસાર કર્યો હતો.	N
29	GW0	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સે પોતાના જીવનમાં ક્યારેય કોઈ ફિલ્મ જોઇ નથી.	C
30	GW2	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સનો જન્મ 19મી સદીમાં થયો હતો.	E
31	GW2	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સ 21 વર્ષની ઉંમર સુધી ઓહાયોમાં રહેતા હતા.	N
32	GW2	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સે ક્યારેય કોઈ મેડલ જીત્યો નથી.	C
33	GW1	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સને બે અલગ-અલગ સદીઓમાં તેમના કામ માટે એવોર્ડ આપવામાં આવ્યો હતો.	E
34	GW1	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સ પેટન્ટ મોટાભાગે ઇલેક્ટ્રોનિક્સ સાથે સંકળાયેલી હતી.	N
35	GW1	T5	ચાર્લ્સ ફ્રાન્સિસ જેનકિન્સ 1934ના પાનખરમાં મૃત્યુ પામ્યા હતા.	C
36	GW1	T6	કેન્સાસ 45 વર્ષથી એક બેન્ડ તરીકે સક્રિય છે.	E
37	GW1	T6	કેન્સાસના બેન્ડના સભ્યો ઇન્સાઇડ આઉટ કરતા એમસીએ (MCA) ના લેબલ સાથે વધુ ખુશ હતા.	N
38	GW1	T6	કેન્સાસે ચારથી વધુ રેકોર્ડ લેબલ પર સંગીત આપ્યું છે.	C
39	GW6	T6	કેન્સાસ બહુવિધ લેબલ્સ પર હસ્તાક્ષર કર્યા છે.	E
40	GW6	T6	કેન્સાસ હાલમાં ઇનસાઇડ આઉટ લેબલ પર હસ્તાક્ષર ધરાવે છે.	N
41	GW6	T6	કેન્સાસે સાતમા દાયકા પહેલા પ્રવૃત્તિઓ શરૂ કરી હતી.	C
42	GW7	T6	તેઓ હજુ પણ એક સાથે છે.	E
43	GW7	T6	તેઓ એક આલ્બમ પૂર્ણ કર્યું હતું.	N
44	GW7	T6	તેઓ ટેક્સાસના છે.	C
45	GW0	T6	કેન્સાસ 30 વર્ષથી વધુ સમયથી સક્રિય છે.	E
46	GW0	T6	કેન્સાસ બેન્ડે તેમના મોટાભાગના સંગીતને કેન્સાસમાં રેકોર્ડ કર્યું હતું.	N
47	GW0	T6	કેન્સાસ યુનાઇટેડ સ્ટેટ્સના પશ્ચિમી તટ પર રચાયું હતું.	C
48	GW3	T7	ફ્લિકર 2017ના પાનખરમાં રિલીઝ થઈ હતી	E
49	GW3	T7	ફ્લિકર લંડન અને અમેરિકામાં રિલીઝ થઈ હતી	N
50	GW3	T7	ફ્લિકર એક મલ્ટી-શૈલી આલ્બમ હતું, જેમાં રોક, પોપ, જેઝ અને અન્ય શૈલીઓના ગીતો હતા	C
51	GW1	T7	ફ્લિકર 2017ના પાનખરમાં રિલીઝ થઈ હતી.	E
52	GW1	T7	બ્લેકબર્ડ સ્ટુડિયોની સરખામણીમાં ઇકો સ્ટુડિયોમાં ફ્લિકર પરનું વધુ રેકોર્ડિંગ કરવામાં આવ્યું હતું.	N
53	GW1	T7	ફ્લિકરની વાત સાંભળવામાં એક કલાક લાગે છે.	C
54	GW0	T7	""""" ""ફ્લિકર"" ""આલ્બમ ઘણા સ્ટુડિયોમાં રેકોર્ડ કરવામાં આવ્યું હતું."""	E
55	GW0	T7	જુલિયન બુનેટા ફ્લિકરના એક્ઝિક્યુટિવ પ્રોડ્યુસર હતા.	N
56	GW0	T7	ફ્લિકર એક વર્ષ કરતાં પણ ઓછું છે.	C
57	GW8	T8	જેફરી ડેમરનો જન્મ વિસ્કોન્સિનમાં થયો હતો.	E
58	GW8	T8	તેના પર બળાત્કારનો આરોપ લાગ્યો હતો.	N
59	GW8	T8	તે પોતાના ગુનાના કારણે હજુ પણ જેલમાં છે.	C
60	GW9	T8	જેફરી ડેમરને અનેક ગુનાઓ માટે દોષિત ઠેરવવામાં આવ્યો હતો.	E
61	GW9	T8	જેફરી ડેમરની અન્ય એક કેદી દ્વારા હત્યા કરવામાં આવી હતી.	N
62	GW9	T8	જેફરી ડેમરને બે આજીવન કેદ બાદ મુક્ત કરવામાં આવ્યો હતો.	C
63	GW4	T8	જેફરી ડેમર લોકોને મારવા માટે જાણીતા હતા.	E
64	GW4	T8	જેફરી ડેમરે પોતાનું આખું જીવન વિસ્કોન્સિનમાં વિતાવ્યું હતું.	N
65	GW4	T8	જેફરી ડેમર એક વ્યક્તિ હતા જે ચાળીસ વર્ષની ઉંમરે મૃત્યુ પામ્યા હતા.	C
66	GW0	T8	જેફરી ડામર બે મીટરથી ઓછી ઉંચાઈ ધરાવતો હતો.	E
67	GW0	T8	જેફરી ડેમરની જેલના ચોકીદારે હત્યા કરી હતી.	N
68	GW0	T8	જેફરી ડેમરને ફાંસીની સજા ફટકારવામાં આવી હતી.	C
69	GW10	T9	1963 થી, જેફરી લીને સક્રિય રીતે સંગીતકાર, ગાયક-ગીતકાર અને રેકોર્ડ નિર્માતાના વ્યવસાયમાં જોડાયા.	E
70	GW10	T9	જેફરી લીને એફટીએમયુસી ડોટ કોમના માલિક છે.	N
71	GW10	T9	જેફરી લીનની ઉંમર 70 વર્ષથી ઓછી છે.	C
72	GW5	T9	જેફરી લીનના ઘણા ઉપનામ હતા.	E
73	GW5	T9	જેફરી લીને જ્યોર્જ હેરિસન સાથે પ્રવાસ કર્યો હતો.	N
74	GW5	T9	જેફરી લીને તેની કારકિર્દી દરમિયાન એક જ લેબલ પર હસ્તાક્ષર કર્યા હતા.	C
75	GW1	T9	જેફ લીનનો જન્મ 1947 ના શિયાળામાં થયો હતો.	E
76	GW1	T9	જેફ લીને સોની બીએમજી કરતા યુનાઇટેડ આર્ટિસ્ટ્સ સાથે સંગીત બનાવવાનું પસંદ કર્યું.	N
77	GW1	T9	જેફ લિન 60 વર્ષથી વધુ સમયથી સંગીતમાં સક્રિય છે.	C
78	GW0	T10	બોર્ન ટુ રન (Born to Run) 1975ના ઉનાળામાં રિલીઝ થઈ હતી.	E
79	GW0	T10	બોર્ન ટુ રન (Born to Run) નું મોટા ભાગનું રેકોર્ડિંગ 1974માં નોંધાયું હતું.	N
80	GW0	T10	બોર્ન ટુ રન (Born to Run) નું રેકોર્ડિંગ ન્યૂયોર્કના એક સ્ટુડિયોમાં કરવામાં આવ્યું હતું.	C
81	GW11	T10	બોર્ન ટુ રન (Born to Run) ફિલ્મ 1975ના બીજા ભાગમાં રિલીઝ થઈ હતી.	E
82	GW11	T10	બ્રુસ સ્પ્રિન્ગસ્ટીન 1975માં ન્યૂયોર્ક શહેરમાં રહેતા હતા.	N
83	GW11	T10	ન્યૂયોર્કમાં બર્ફ પડ્યો હતો અને બોર્ન ટુ રન રિલીઝ થઈ હતી.	C
84	GW1	T10	બૉર્ન ટુ રન આલ્બમને રેકોર્ડ કરવામાં એક વર્ષ લાગ્યું.	E
85	GW1	T10	"""જોન લેન્ડાઉએ"" ""બોર્ન ટુ રન"" ""પર માઇક એપ્પલ કરતા વધુ પ્રોડ્યુસર કામ કર્યું હતું."""	N
86	GW1	T10	૧૯૭૫ની વસંત ઋતુ એ છે જ્યારે બોર્ન ટુ રન રિલીઝ થઈ હતી.	C
87	GW1	T11	જોક લુઈસ કદાચ લશ્કરમાં સેવા આપતી વખતે મૃત્યુ પામ્યા હતા.	E
88	GW1	T11	જો જોક લુઈસ મૃત્યુ પામ્યો ન હોત તો તે લેફ્ટનન્ટના દરજ્જાથી ઉપર ઉઠ્યો હોત.	N
89	GW1	T11	જોક લેવેસનો જન્મ 1913ના વસંત ઋતુમાં થયો હતો.	C
90	GW2	T11	જર્મનીમાં જ્યારે હિટલર સત્તામાં હતો ત્યારે જોક લુઈસ લડી રહ્યા હતા.	E
91	GW2	T11	જોક લુઈસ યુદ્ધમાં માર્યા ગયા હતા.	N
92	GW2	T11	જોક લેવેસ ઓપરેશન ડેઝર્ટ સ્ટોર્મમાં લડ્યા હતા.	C
93	GW0	T11	જોક લુઈસ પાંચ વર્ષથી લશ્કરમાં હતા.	E
94	GW0	T11	જોક લેવેસ ઓપરેશન દરમિયાન મૃત્યુ પામ્યા હતા.	N
95	GW0	T11	જોક લુવેસનું તેમના વતનમાં મૃત્યુ થયું હતું.	C
96	GW9	T15	પીટર બેન્ચલેએ જોઝ માટે મૂળ વાર્તા અને પટકથા બંને પર કામ કર્યું હતું.	E
97	GW9	T15	મોટા ભાગે 1975ના વસંત ઋતુમાં જડબાતોડ ઉત્પાદન થતું હતું.	N
98	GW9	T15	બોક્સ ઓફિસ પર હોવા છતાં 'જોઝ' ફ્લોપ રહી નહોતી.	C
99	GW4	T15	ફિલ્મ જોઝ 1975ના ઉનાળામાં બહાર આવી હતી.	E
100	GW4	T15	ફિલ્મ જોઝનું મોટા ભાગનું નિર્માણ ડેવિડ બ્રાઉન દ્વારા કરવામાં આવ્યું હતું.	N
101	GW4	T15	ફિલ્મ 'જોઝ' એ 10 કરોડ રૂપિયાની કમાણી કરી હતી.	C
102	GW1	T15	""""" ""જોઝ"" ""ને 1975 ના ઉનાળામાં રિલીઝ કરવામાં આવી હતી."""	E
103	GW1	T15	કાર્લ ગોટલીબે પીટર બેન્ચલેની સરખામણીએ જોઝને વધુ પટકથા લખી હતી.	N
104	GW1	T15	જડબાના ચાલવાનો સમય બે કલાક કરતા ઓછો હોય છે.	C
105	GW3	T16	ઇથિયોપિયન સામ્રાજ્યમાં અલગ અલગ સમયગાળામાં ઘણી રાજધાનીઓ હતી.	E
106	GW3	T16	૧૨૭૦માં ઇથિયોપિયન સામ્રાજ્યની રાજધાની ગોંડર હતી.	N
107	GW3	T16	ઇથોપિયન સામ્રાજ્ય હાલમાં એક રાજતંત્ર છે.	C
108	GW1	T16	ઇથિયોપિયન સામ્રાજ્યને બીજા વિશ્વયુદ્ધ પછી સંયુક્ત રાષ્ટ્રમાં સામેલ કરવામાં આવ્યું હતું.	E
109	GW1	T16	ઇથિયોપિયન સામ્રાજ્ય એક દિવસ ફરીથી એક રાજાને રજૂ કરશે.	N
110	GW1	T16	ઇટાલી-ઇથોપિયા યુદ્ધ 18મી સદીના અંતમાં થયું હતું.	C
111	GW0	T16	ગોન્ડર બે સો વર્ષથી ઇથોપિયાની રાજધાની હતી.	E
112	GW0	T16	ગીઝ ઇથિયોપિયામાં બોલાતી સૌથી સામાન્ય ભાષા છે.	N
113	GW0	T16	મિકાએલ ઈમરૂ ઇથોપિયાના વડાપ્રધાન હતા	C
114	GW5	T18	જેમ્સ પોલ માર્સડેનનો જન્મ ૨૦મી સદીમાં થયો હતો.	E
115	GW5	T18	જેમ્સ પોલ માર્સડેન અભિનય કરતાં ગાવાનું પસંદ કરે છે.	N
116	GW5	T18	જેમ્સ પોલ માર્સડેનનો જન્મ 19મી સદીમાં થયો હતો.	C
117	GW12	T18	જેમ્સ માર્સડેન પાંચ વર્ષથી વધુ સમય સુધી પરિણીત હતા.	E
118	GW12	T18	જેમ્સ માર્સડેનને ચાર બાળકો છે.	N
119	GW12	T18	જેમ્સ માર્સડેનનું મધ્ય નામ લિંડે છે.	C
120	GW1	T18	જેમ્સ માર્સડેન 25 વર્ષથી અભિનય અને મોડેલિંગ કરી રહ્યા છે.	E
121	GW1	T18	જેમ્સ માર્સડેન અવિશ્વાસના કારણે છૂટાછેડા લીધા હતા.	N
122	GW1	T18	જેમ્સ માર્સડેનનો જન્મ 1973ના વસંત ઋતુમાં થયો હતો.	C
123	GW1	T21	ઓગણીસમી સદીના ઉત્તરાર્ધમાં રણમાં ખ્રિસ્ત દોરવામાં આવ્યો હતો.	E
124	GW1	T21	"ઇવાન ક્રામસ્કોઈને લાગતું હતું કે ""ક્રાઇસ્ટ ઇન ધ ડેઝર્ટ"" એ તેમની અત્યાર સુધીની શ્રેષ્ઠ પેઇન્ટિંગ છે."	N
125	GW1	T21	પેઇન્ટિંગની લાંબી બાજુ 6 ફૂટ કરતાં ઓછી છે.	C
126	GW4	T21	ક્રાઇસ્ટ ઇન ધ ડેઝર્ટ મોસ્કોમાં આવેલું છે.	E
127	GW4	T21	ખ્રિસ્ત ઇન ધ ડેઝર્ટ તેલ આધારિત પેઇન્ટથી બનાવવામાં આવ્યો હતો.	N
128	GW4	T21	રણમાં આર્ટનો ટુકડો ક્રાઇસ્ટ છ ફૂટ ઊંચો છે.	C
129	GW13	T21	1870ના દાયકાની શરૂઆતમાં ઇવાન ક્રામસ્કોઈ દ્વારા ખ્રિસ્ત ઇન ધ ડેઝર્ટમાં પેઇન્ટિંગ કરવામાં આવ્યું હતું.	E
130	GW13	T21	ઇવાન ક્રામસ્કોઈ 1870ના દાયકામાં મોસ્કોમાં રહેતા હતા.	N
131	GW13	T21	""""" ""ખ્રિસ્ત ઇન ધ ડેઝર્ટ"" ""ની રચના 1900માં કરવામાં આવી હતી."""	C
132	GW1	T22	બધું, બધું જ તેના બજેટમાં લગભગ 50 મિલિયન ડોલર બનાવે છે.	E
133	GW1	T22	એવરીથિંગ, એવરીથિંગ ફક્ત યુનાઇટેડ સ્ટેટ્સમાં જ રિલીઝ થયું હતું.	N
134	GW1	T22	બધું જ, બધું જ બે કલાક ચાલતું હોય છે.	C
135	GW9	T22	બોક્સ ઓફિસમાં બધું, બધું જ તેના બજેટથી છ ગણા કરતાં વધારે કમાયું.	E
136	GW9	T22	એવરીથિંગ, એવરીથિંગ નિકોલા યૂનની ટૂંકી વાર્તા પર આધારિત હતી.	N
137	GW9	T22	બધું, બધું બે કલાક લાંબું હતું.	C
138	GW4	T22	એવરીથિંગ, એવરીથિંગ એક ફિલ્મ હતી જે સ્ટેલા મેગીએ ડિરેક્ટ કરી હતી.	E
139	GW4	T22	ફિલ્મ એવરીથિંગ, એવરીથિંગ વોર્નર બ્રધર્સ પિક્ચર્સે ખરીદી હતી.	N
140	GW4	T22	ફિલ્મ 'એવરીથિંગ, એવરીથિંગ' એ બોક્સ ઓફિસ પર કમાણી ગુમાવી દીધી હતી.	C
141	GW1	T23	જેસન બોર્નનો દોડવાનો સમય બે કલાક કરતા વધુ લાંબો છે.	E
142	GW1	T23	ડેવિડ બકલે (David Buckley) એ જોન પોવેલ (John Powell) કરતા જેસન બોર્ન (Jason Bourne) પર વધુ સંગીત આપ્યું હતું.	N
143	GW1	T23	જેસન બોર્નની બોક્સ ઓફિસ બજેટ કરતા 400 મિલિયન ડોલર વધારે હતી.	C
144	GW0	T23	જેસન બોર્ન રનિંગ ટાઇમમાં બે કલાક લાંબો છે.	E
145	GW0	T23	પોલ ગ્રીનગ્રાસે જેસન બોર્નની મોટાભાગની સ્ક્રિપ્ટ લખી હતી.	N
146	GW0	T23	જેસન બોર્ને ઓડેઓન લીસેસ્ટર સ્ક્વેર પહેલાં યુનાઇટેડ સ્ટેટ્સમાં પ્રીમિયર કર્યું હતું.	C
147	GW2	T23	જેસન બોર્ન ફિલ્મ ઉનાળામાં રિલીઝ થઈ હતી.	E
148	GW2	T23	ફિલ્મ જેસન બોર્નને શૂટ થવામાં 3 મહિના લાગ્યા.	N
149	GW2	T23	ફિલ્મ જેસન બોર્ને બોક્સ ઓફિસ પર અડધો મિલિયન ડોલરની કમાણી કરી હતી.	C
150	GW1	T24	જિમી ઈટ વર્લ્ડની રચના સાઉથવેસ્ટર્ન યુનાઇટેડ સ્ટેટ્સમાં થઈ હતી.	E
151	GW1	T24	જિમી ઈટ વર્લ્ડને આરસીએ કરતા ડ્રીમવર્ક્સ પર સંગીત બનાવવું વધુ ગમે છે.	N
152	GW1	T24	જિમી ઈટ વર્લ્ડ 30 વર્ષથી વધુ સમયથી એક બેન્ડ છે.	C
153	GW0	T24	જિમી ઈટ વર્લ્ડની સ્થાપના 1990ના દાયકાની શરૂઆતમાં થઈ હતી.	E
154	GW0	T24	જિમી ઈટ વર્લ્ડે તેમના મોટાભાગના આલ્બમો ગેફેન રેકોર્ડ્સ પર રજૂ કર્યા હતા.	N
155	GW0	T24	જિમી ઈટ વર્લ્ડ મિનેસોટાથી આવે છે.	C
156	GW3	T24	જિમી ઈટ વર્લ્ડ એ એરિઝોનાનું એક બેન્ડ છે જે અનેક પ્રકારો ધરાવે છે.	E
157	GW3	T24	જિમી ઈટ વર્લ્ડ મેટલ વગાડે છે.	N
158	GW3	T24	જિમી ખાસ કરીને ક્લાસિકલ મ્યુઝિક વગાડે છે.	C
159	GW0	T25	બીટીએસ દક્ષિણ કોરિયાની રાજધાની છે.	E
160	GW0	T25	બીટીએસની સ્થાપના સભ્ય પોની કેન્યોને કરી હતી.	N
161	GW0	T25	બીટીએસ (BTS) કંટ્રી સંગીત માટે જાણીતું છે.	C
162	GW1	T25	બીટીએસ (BTS) ભૂતકાળમાં ઓછામાં ઓછા કેટલાક જુદા જુદા નામો દ્વારા પસાર થયું છે.	E
163	GW1	T25	બીટીએસને કોલંબિયા કરતા પોની કેન્યોન પર સંગીત રેકોર્ડ કરવાનું વધુ ગમે છે.	N
164	GW1	T25	બીટીએસ (BTS) 2000ના દાયકાની શરૂઆતથી જ એક બેન્ડ છે.	C
165	GW2	T25	બીટીએસનો જન્મ એશિયામાં થયો હતો.	E
166	GW2	T25	બીટીએસે 2 વર્લ્ડ મ્યુઝિક એવોર્ડ જીત્યા છે.	N
167	GW2	T25	બીટીએસ 9 વર્ષથી સક્રિય છે.	C
168	GW1	T27	ચાર્લી એન્ડ ધ ચોકલેટ ફેક્ટરીએ બોક્સ ઓફિસ પર લગભગ અડધો અબજ ડોલરની કમાણી કરી હતી.	E
169	GW1	T27	રિચાર્ડ ઝનક ચાર્લી એન્ડ ધ ચોકલેટ ફેક્ટરીના પ્રોડ્યુસર તરીકે બ્રેડ ગ્રેની સરખામણીમાં વધુ કામ કરી ચૂક્યા છે.	N
170	GW1	T27	ચાર્લી અને ચોકલેટ ફેક્ટરીમાં 2 કલાકથી વધુ સમય ચાલે છે.	C
171	GW2	T27	ચાર્લી એન્ડ ધ ચોકલેટ ફેક્ટરીમાં 2થી વધુ પ્રોડક્શન કંપનીઓ હતી.	E
172	GW2	T27	ચાર્લી એન્ડ ધ ચોકલેટ ફેક્ટરી પ્રથમ અઠવાડિયામાં થિયેટરમાં નંબર 1 હતી.	N
173	GW2	T27	ચાર્લી એન્ડ ધ ચોકલેટ ફેક્ટરી ક્રિસમસ પર રિલીઝ થઈ હતી.	C
174	GW0	T27	ચાર્લી એન્ડ ધ ચોકલેટ ફેક્ટરી ઓરિજિનલ સ્ક્રીનપ્લે નથી.	E
175	GW0	T27	ચાર્લી એન્ડ ધ ચોકલેટ ફેક્ટરીએ યુનાઇટેડ કિંગડમમાં વધુ કમાણી કરી હતી.	N
176	GW0	T27	આ ફિલ્મનું બજેટ 100 મિલિયન ડોલરથી પણ ઓછું હતું.	C
177	GW4	T462	ચોકલેટ સ્ટારફિશ એન્ડ ધ હોટ ડોગ ફ્લેવર્ડ વોટર 2000ના પાનખરમાં બહાર પડતું આલ્બમ છે.	E
178	GW4	T462	ચોકલેટ સ્ટારફિશ અને હોટ ડોગ ફ્લેવર્ડ વોટર એ એક આલ્બમ છે જે મોટે ભાગે રેપ સંગીત છે.	N
179	GW4	T462	"""આલ્બમ"" ""ચોકલેટ સ્ટારફિશ"" ""અને"" ""હોટ ડોગ ફ્લેવર્ડ વોટર"" ""ની લંબાઈ એક કલાક કરતાં ઓછી છે."""	C
180	GW1	T462	ચોકલેટ સ્ટારફિશ અને હોટ ડોગ ફ્લેવર્ડ વોટરને રેકોર્ડ કરવામાં લગભગ 3 મહિના લાગ્યા.	E
181	GW1	T462	લોકો ચોકલેટ સ્ટારફિશ અને હોટ ડોગ ફ્લેવર્ડ વોટરને નુ મેટલ કરતા વધુ રેપ મેટલ સાથે જોડે છે.	N
182	GW1	T462	ચોકલેટ સ્ટારફિશ અને હોટ ડોગ ફ્લેવર્ડ વોટર પરના તમામ ટ્રેક્સનો કુલ રન ટાઇમ એક કલાક કરતા પણ ઓછો છે.	C
183	GW0	T462	કેલિફોર્નિયામાં ચોકલેટ સ્ટારફિશ અને હોટ ડોગ ફ્લેવર્ડ વોટરનું રેકોર્ડિંગ થયું હતું.	E
184	GW0	T462	ચોકલેટ સ્ટારફિશ અને હોટ ડોગ ફ્લેવર્ડ વોટર ટેરી ડેટની એકમાત્ર પ્રોડક્શન ક્રેડિટ છે.	N
185	GW0	T462	ચોકલેટ સ્ટારફિશ અને હોટ ડોગ ફ્લેવર્ડ વોટર 80 મિનિટથી વધુ લાંબો છે.	C
186	GW2	T32	જ્હોન ફ્રુસિયાન્ટનો જન્મ વસંત ઋતુમાં થયો હતો.	E
187	GW2	T32	જ્હોન ફ્રુસીએન્ટે ગિટાર કરતા લાંબા સમય સુધી કીબોર્ડ વગાડ્યું છે.	N
188	GW2	T32	જ્હોન ફ્રુસીએન્ટે બેબી બૂમર છે.	C
189	GW0	T32	જ્હોન ફ્રુસીએન્ટે વીસ વર્ષથી વધુ સમયથી પ્રદર્શન કરી રહ્યા છે.	E
190	GW0	T32	જ્હોન ફ્રુસિયાન્ટે રેડ હોટ ચિલી પેપર્સના સ્થાપક સભ્યોમાંથી એક છે.	N
191	GW0	T32	જ્હોન ફ્રુસિયાન્ટ માત્ર એક જ સાધન વગાડે છે.	C
192	GW1	T32	જ્હોન ફ્રુસિયાન્ટે 30 વર્ષથી વધુ સમયથી સંગીત બનાવ્યું છે.	E
193	GW1	T32	જ્હોન ફ્રુસિયાન્ટને તેનું હુલામણું નામ પસંદ છે.	N
194	GW1	T32	જ્હોન ફ્રુસિયાન્ટનો જન્મ 1970 ના ઉનાળામાં થયો હતો.	C
195	GW9	T33	K2-21C નું તાપમાન ઓછામાં ઓછું 3000 K છે.	E
196	GW9	T33	K2-21C 275 પ્રકાશ વર્ષ દૂર છે.	N
197	GW9	T33	K2-21c નું માપ અજ્ઞાત છે, પરંતુ 1R _ c કરતા વધારે હોવાનો અંદાજ છે.	C
198	GW4	T33	કે૨-૨૧સી (K2-21C) તારો કુંભ તારામંડળમાં સ્થિત છે.	E
199	GW4	T33	K2-21C તારો સૂર્ય કરતા થોડો નાનો છે.	N
200	GW4	T33	K2-21c 5000 ડિગ્રીથી વધારે છે.	C
201	GW1	T33	K2-21C એ 1 Gyr જૂના કરતાં વધારે છે.	E
202	GW1	T33	અન્ય તારાઓની સરખામણીમાં K2-21C નું તાપમાન ખૂબ ગરમ છે.	N
203	GW1	T33	K2-21 હજુ પણ 1 ગીર જૂનું નથી.	C
204	GW1	T34	જ્હોન પોલ ગેટ્ટી III ના માતા-પિતામાંથી એકને નાઈટહુડ કરવામાં આવ્યો હતો.	E
205	GW1	T34	જ્હોન પોલ ગેટ્ટી III ખંડણીની ચુકવણીના કારણે અપહરણમાંથી મુક્ત કરવામાં આવ્યો હતો.	N
206	GW1	T34	જ્હોન પોલ ગેટ્ટી III 2011ના પાનખરમાં મૃત્યુ પામ્યા હતા.	C
207	GW0	T34	જ્હોન પોલ ગેટ્ટી III તેમના જન્મ કરતાં અલગ દેશમાં મૃત્યુ પામ્યા હતા.	E
208	GW0	T34	જ્હોન પોલ ગેટ્ટી III નું બાળપણમાં અપહરણ કરવામાં આવ્યું હતું.	N
209	GW0	T34	જ્હોન પોલ ગેટ્ટી III એક જ ભાઈ-બહેન છે.	C
210	GW3	T34	જ્હોન પોલ ગેટ્ટી III નો જન્મ મિનેસોટામાં થયો હતો.	E
211	GW3	T34	જ્હોન પોલ ગેટ્ટી III નું ઘણી વખત અપહરણ કરવામાં આવ્યું હતું.	N
212	GW3	T34	જ્હોન પોલ ગેટ્ટી III નું 5 ફેબ્રુઆરી, 2011 (54 વર્ષની ઉંમરે) ના રોજ અવસાન થયું હતું	C
213	GW0	T1909	સર હીરમ સ્ટીવન્સ મેક્સિમનો જન્મ યુનાઇટેડ સ્ટેટ્સના ઉત્તરપૂર્વ ભાગમાં થયો હતો.	E
214	GW0	T1909	સર હીરમ સ્ટીવન્સ મેક્સિમને કેટલાક લોકો દ્વારા લાઇટ બલ્બની શોધ કરવાનો શ્રેય આપવામાં આવે છે.	N
215	GW0	T1909	સર હીરમ સ્ટીવન્સ મેક્સિમે સારાહ હેન્સ બાદ જેન બડેન સાથે લગ્ન કર્યા હતા.	C
